 Simulation_Period = 20160101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day               kPOM1               kPOM2                kMOM                kDOM                kMBA             kMBA_in                kMBD             kMBD_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE                 NUE              TM_err               TMbeg               TMend              TOTinp              TOTout                 STP                 SWC                 SWP                  pH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20161008        0.394292E-04        0.989000E-03        0.355125E-04        0.106833E-02        0.432375E-02        0.459500E-02        0.173000E-03        0.000000E+00        0.168625E-02        0.168583E-02        0.957792E-01        0.389708E+00        0.848000E-01        0.100000E+01        0.291083E-17        0.185000E+01        0.185000E+01        0.636000E-04        0.352583E-04        0.221000E+02        0.294000E+00        0.000000E+00        0.640000E+01
  20161009        0.403500E-04        0.988000E-03        0.360875E-04        0.114333E-02        0.467833E-02        0.494917E-02        0.174167E-03        0.000000E+00        0.183625E-02        0.183625E-02        0.946125E-01        0.392208E+00        0.800167E-01        0.100000E+01       -0.157250E-16        0.185000E+01        0.185000E+01        0.636000E-04        0.385958E-04        0.228000E+02        0.288000E+00        0.000000E+00        0.640000E+01
  20161010        0.402917E-04        0.988958E-03        0.361333E-04        0.109250E-02        0.446917E-02        0.474792E-02        0.176083E-03        0.000000E+00        0.176542E-02        0.176833E-02        0.972625E-01        0.394875E+00        0.838000E-01        0.100000E+01       -0.856667E-17        0.185000E+01        0.185000E+01        0.636000E-04        0.370250E-04        0.223000E+02        0.281000E+00        0.000000E+00        0.640000E+01
  20161011        0.406750E-04        0.988000E-03        0.364125E-04        0.110125E-02        0.448750E-02        0.476333E-02        0.177000E-03        0.000000E+00        0.178458E-02        0.178708E-02        0.974167E-01        0.397417E+00        0.837000E-01        0.100000E+01       -0.115733E-16        0.185000E+01        0.185000E+01        0.636000E-04        0.374292E-04        0.223000E+02        0.272000E+00        0.000000E+00        0.640000E+01
  20161012        0.395250E-04        0.991375E-03        0.358667E-04        0.942000E-03        0.377292E-02        0.405958E-02        0.178917E-03        0.000000E+00        0.151042E-02        0.151792E-02        0.104167E+00        0.400042E+00        0.967000E-01        0.100000E+01       -0.255400E-16        0.185000E+01        0.185000E+01        0.636000E-04        0.313292E-04        0.204000E+02        0.271000E+00        0.000000E+00        0.640000E+01
  20161013        0.387167E-04        0.992958E-03        0.354750E-04        0.849292E-03        0.331833E-02        0.360542E-02        0.178875E-03        0.000000E+00        0.133750E-02        0.134542E-02        0.108375E+00        0.402750E+00        0.107000E+00        0.100000E+01       -0.134000E-16        0.185000E+01        0.185000E+01        0.636000E-04        0.274833E-04        0.189000E+02        0.268000E+00        0.000000E+00        0.640000E+01
  20161014        0.388833E-04        0.990458E-03        0.356083E-04        0.849208E-03        0.325917E-02        0.353792E-02        0.177208E-03        0.000000E+00        0.132000E-02        0.133000E-02        0.107708E+00        0.405375E+00        0.107000E+00        0.100000E+01       -0.101670E-16        0.185000E+01        0.185000E+01        0.636000E-04        0.271042E-04        0.188000E+02        0.275000E+00        0.000000E+00        0.640000E+01
  20161015        0.392292E-04        0.987208E-03        0.358417E-04        0.864667E-03        0.329000E-02        0.356000E-02        0.176000E-03        0.000000E+00        0.134125E-02        0.135000E-02        0.107000E+00        0.408042E+00        0.106000E+00        0.100000E+01        0.143750E-16        0.185000E+01        0.185000E+01        0.621000E-04        0.275500E-04        0.190000E+02        0.274000E+00        0.000000E+00        0.640000E+01
  20161016        0.399125E-04        0.983000E-03        0.362417E-04        0.907958E-03        0.344208E-02        0.370792E-02        0.175833E-03        0.000000E+00        0.141458E-02        0.142000E-02        0.104792E+00        0.410625E+00        0.103000E+00        0.100000E+01        0.660292E-17        0.185500E+01        0.185542E+01        0.621000E-04        0.291458E-04        0.195000E+02        0.269000E+00        0.000000E+00        0.640000E+01
  20161017        0.404625E-04        0.979708E-03        0.365833E-04        0.938042E-03        0.355792E-02        0.382208E-02        0.176333E-03        0.000000E+00        0.147125E-02        0.147667E-02        0.104000E+00        0.413125E+00        0.100000E+00        0.100000E+01        0.158942E-16        0.186000E+01        0.186000E+01        0.621000E-04        0.303958E-04        0.199000E+02        0.261000E+00        0.000000E+00        0.640000E+01
  20161018        0.412667E-04        0.975875E-03        0.370708E-04        0.992375E-03        0.377542E-02        0.403667E-02        0.176583E-03        0.000000E+00        0.157042E-02        0.157583E-02        0.102250E+00        0.415792E+00        0.958000E-01        0.100000E+01       -0.181875E-16        0.186000E+01        0.186000E+01        0.621000E-04        0.325917E-04        0.205000E+02        0.250000E+00        0.000000E+00        0.640000E+01
  20161019        0.591333E-04        0.973917E-03        0.373000E-04        0.997750E-03        0.380000E-02        0.406292E-02        0.177833E-03        0.269625E-13        0.159042E-02        0.159708E-02        0.103000E+00        0.418292E+00        0.958000E-01        0.100000E+01        0.483696E-16        0.186000E+01        0.186000E+01        0.621000E-04        0.330333E-04        0.205000E+02        0.243000E+00       -0.889000E-03        0.640000E+01
  20161020        0.421125E-04        0.971375E-03        0.376375E-04        0.102208E-02        0.389542E-02        0.415708E-02        0.178375E-03        0.000000E+00        0.164083E-02        0.164708E-02        0.102750E+00        0.420917E+00        0.942000E-01        0.100000E+01        0.113167E-16        0.186000E+01        0.186000E+01        0.621000E-04        0.341417E-04        0.208000E+02        0.257000E+00        0.000000E+00        0.640000E+01
  20161021        0.466000E-04        0.969417E-03        0.378917E-04        0.103000E-02        0.391458E-02        0.417583E-02        0.179000E-03        0.334375E-16        0.165833E-02        0.166583E-02        0.103000E+00        0.423458E+00        0.941000E-01        0.100000E+01       -0.512917E-17        0.186000E+01        0.186000E+01        0.621000E-04        0.345375E-04        0.208000E+02        0.250000E+00       -0.166000E-03        0.640000E+01
  20161022        0.600500E-04        0.968917E-03        0.378292E-04        0.981292E-03        0.370083E-02        0.396542E-02        0.180167E-03        0.274250E-13        0.158000E-02        0.158958E-02        0.106000E+00        0.426042E+00        0.988000E-01        0.100000E+01        0.305352E-16        0.186000E+01        0.186000E+01        0.621000E-04        0.327417E-04        0.201000E+02        0.243000E+00       -0.889000E-03        0.640000E+01
  20161023        0.644500E-04        0.966167E-03        0.381125E-04        0.997875E-03        0.373292E-02        0.399333E-02        0.180000E-03        0.176833E-12        0.160042E-02        0.161000E-02        0.105000E+00        0.428708E+00        0.979000E-01        0.100000E+01       -0.311021E-16        0.186000E+01        0.186000E+01        0.486000E-04        0.332500E-04        0.202000E+02        0.236000E+00       -0.141000E-02        0.640000E+01
  20161024        0.675167E-04        0.962417E-03        0.386417E-04        0.106000E-02        0.395542E-02        0.420917E-02        0.178958E-03        0.413500E-12        0.170625E-02        0.171417E-02        0.102708E+00        0.431167E+00        0.933000E-01        0.100000E+01       -0.522917E-17        0.186000E+01        0.186000E+01        0.486000E-04        0.355833E-04        0.209000E+02        0.231000E+00       -0.173000E-02        0.640000E+01
  20161025        0.698708E-04        0.959583E-03        0.390875E-04        0.110208E-02        0.412083E-02        0.437167E-02        0.179417E-03        0.761542E-12        0.178833E-02        0.179583E-02        0.101750E+00        0.433792E+00        0.906000E-01        0.100000E+01       -0.400971E-16        0.186000E+01        0.186000E+01        0.486000E-04        0.374042E-04        0.213000E+02        0.227000E+00       -0.201000E-02        0.640000E+01
  20161026        0.661917E-04        0.960500E-03        0.387708E-04        0.997917E-03        0.369333E-02        0.395208E-02        0.181458E-03        0.224833E-12        0.161000E-02        0.162000E-02        0.106750E+00        0.436333E+00        0.994000E-01        0.100000E+01       -0.204083E-16        0.186000E+01        0.186000E+01        0.486000E-04        0.335000E-04        0.200000E+02        0.235000E+00       -0.149000E-02        0.640000E+01
  20161027        0.625667E-04        0.959500E-03        0.386833E-04        0.952417E-03        0.347208E-02        0.373083E-02        0.181417E-03        0.474750E-13        0.152375E-02        0.154000E-02        0.108833E+00        0.438958E+00        0.104000E+00        0.100000E+01       -0.337633E-16        0.186000E+01        0.186000E+01        0.486000E-04        0.315208E-04        0.193000E+02        0.242000E+00       -0.101000E-02        0.640000E+01
  20161028        0.661542E-04        0.955875E-03        0.389958E-04        0.977000E-03        0.353000E-02        0.378000E-02        0.180000E-03        0.188083E-12        0.156000E-02        0.157000E-02        0.107000E+00        0.441542E+00        0.102000E+00        0.100000E+01       -0.287708E-16        0.186000E+01        0.186000E+01        0.486000E-04        0.322875E-04        0.196000E+02        0.236000E+00       -0.142000E-02        0.640000E+01
  20161029        0.683167E-04        0.954458E-03        0.389250E-04        0.937208E-03        0.335250E-02        0.360458E-02        0.181000E-03        0.617292E-12        0.149000E-02        0.150000E-02        0.110000E+00        0.444042E+00        0.107000E+00        0.100000E+01       -0.397042E-16        0.186000E+01        0.186000E+01        0.486000E-04        0.307292E-04        0.189000E+02        0.228000E+00       -0.192000E-02        0.640000E+01
  20161030        0.704583E-04        0.951250E-03        0.390958E-04        0.939667E-03        0.333000E-02        0.358042E-02        0.181000E-03        0.143917E-11        0.149000E-02        0.150000E-02        0.110000E+00        0.446667E+00        0.107000E+00        0.100000E+01       -0.337654E-16        0.186000E+01        0.186000E+01        0.486000E-04        0.307292E-04        0.189000E+02        0.221000E+00       -0.237000E-02        0.640000E+01
  20161031        0.717542E-04        0.948458E-03        0.391958E-04        0.930708E-03        0.326583E-02        0.351417E-02        0.180375E-03        0.248042E-11        0.147000E-02        0.148000E-02        0.110042E+00        0.449167E+00        0.109000E+00        0.100000E+01        0.861400E-17        0.186000E+01        0.186000E+01        0.297000E-04        0.302708E-04        0.186000E+02        0.215000E+00       -0.271000E-02        0.640000E+01
  20161101        0.721167E-04        0.946750E-03        0.390875E-04        0.892750E-03        0.308875E-02        0.333625E-02        0.180375E-03        0.366125E-11        0.140000E-02        0.141000E-02        0.112250E+00        0.451792E+00        0.113000E+00        0.100000E+01        0.376392E-16        0.186000E+01        0.186000E+01        0.297000E-04        0.286875E-04        0.180000E+02        0.211000E+00       -0.300000E-02        0.640000E+01
  20161102        0.709375E-04        0.946125E-03        0.387750E-04        0.832417E-03        0.282667E-02        0.307458E-02        0.180583E-03        0.344500E-11        0.128417E-02        0.130000E-02        0.116208E+00        0.454208E+00        0.121000E+00        0.100000E+01        0.370000E-17        0.186000E+01        0.186000E+01        0.297000E-04        0.262167E-04        0.168000E+02        0.211000E+00       -0.297000E-02        0.640000E+01
  20161103        0.653708E-04        0.941250E-03        0.389500E-04        0.842542E-03        0.282333E-02        0.306417E-02        0.179042E-03        0.194542E-12        0.129000E-02        0.130000E-02        0.115000E+00        0.456833E+00        0.121000E+00        0.100000E+01        0.560500E-16        0.186000E+01        0.186000E+01        0.297000E-04        0.263000E-04        0.169000E+02        0.236000E+00       -0.144000E-02        0.640000E+01
  20161104        0.651917E-04        0.939167E-03        0.387708E-04        0.806833E-03        0.266667E-02        0.290833E-02        0.179375E-03        0.233917E-12        0.123000E-02        0.124000E-02        0.117625E+00        0.459292E+00        0.126000E+00        0.100000E+01        0.354667E-16        0.186000E+01        0.186000E+01        0.297000E-04        0.249000E-04        0.161000E+02        0.234000E+00       -0.152000E-02        0.640000E+01
  20161105        0.662583E-04        0.935875E-03        0.386792E-04        0.785750E-03        0.256000E-02        0.279875E-02        0.179125E-03        0.461833E-12        0.118000E-02        0.120000E-02        0.119167E+00        0.461833E+00        0.129000E+00        0.100000E+01        0.788938E-17        0.186000E+01        0.186000E+01        0.297000E-04        0.239250E-04        0.156000E+02        0.230000E+00       -0.180000E-02        0.640000E+01
  20161106        0.657500E-04        0.930667E-03        0.387750E-04        0.789708E-03        0.254792E-02        0.278167E-02        0.178042E-03        0.324250E-12        0.118083E-02        0.120000E-02        0.119000E+00        0.464250E+00        0.130000E+00        0.100000E+01        0.244708E-16        0.186000E+01        0.186000E+01        0.297000E-04        0.239375E-04        0.156000E+02        0.232000E+00       -0.164000E-02        0.640000E+01
  20161107        0.426583E-04        0.926250E-03        0.387875E-04        0.782292E-03        0.250000E-02        0.273333E-02        0.178000E-03        0.000000E+00        0.117000E-02        0.118000E-02        0.119792E+00        0.466792E+00        0.131000E+00        0.100000E+01        0.145958E-16        0.186000E+01        0.186000E+01        0.297000E-04        0.236000E-04        0.153000E+02        0.256000E+00        0.000000E+00        0.640000E+01
  20161108        0.429708E-04        0.920250E-03        0.389583E-04        0.795625E-03        0.253000E-02        0.275500E-02        0.178000E-03        0.000000E+00        0.118667E-02        0.120000E-02        0.119000E+00        0.469167E+00        0.130000E+00        0.100000E+01       -0.482083E-17        0.186000E+01        0.186000E+01        0.227000E-04        0.239917E-04        0.155000E+02        0.284000E+00        0.000000E+00        0.640000E+01
  20161109        0.437625E-04        0.912292E-03        0.393792E-04        0.839208E-03        0.266500E-02        0.288792E-02        0.176875E-03        0.000000E+00        0.125708E-02        0.126917E-02        0.115583E+00        0.471625E+00        0.125000E+00        0.100000E+01       -0.408667E-16        0.186000E+01        0.186000E+01        0.227000E-04        0.255583E-04        0.163000E+02        0.282000E+00        0.000000E+00        0.640000E+01
  20161110        0.432042E-04        0.910542E-03        0.391292E-04        0.793583E-03        0.250125E-02        0.273125E-02        0.178792E-03        0.000000E+00        0.119000E-02        0.120000E-02        0.120000E+00        0.474000E+00        0.131000E+00        0.100000E+01       -0.708750E-17        0.186000E+01        0.186000E+01        0.227000E-04        0.240000E-04        0.153000E+02        0.276000E+00        0.000000E+00        0.640000E+01
  20161111        0.416792E-04        0.913542E-03        0.384000E-04        0.700917E-03        0.215208E-02        0.239000E-02        0.180167E-03        0.000000E+00        0.102583E-02        0.104458E-02        0.129292E+00        0.476500E+00        0.147000E+00        0.100000E+01       -0.152754E-16        0.186000E+01        0.186000E+01        0.227000E-04        0.205250E-04        0.130000E+02        0.272000E+00        0.000000E+00        0.640000E+01
  20161112        0.413917E-04        0.909292E-03        0.382000E-04        0.685625E-03        0.205625E-02        0.228708E-02        0.178125E-03        0.000000E+00        0.985375E-03        0.100292E-02        0.129917E+00        0.479000E+00        0.151000E+00        0.100000E+01       -0.158792E-16        0.186000E+01        0.186000E+01        0.227000E-04        0.196292E-04        0.125000E+02        0.265000E+00        0.000000E+00        0.640000E+01
  20161113        0.418167E-04        0.900500E-03        0.384167E-04        0.707958E-03        0.210000E-02        0.232083E-02        0.176000E-03        0.000000E+00        0.101000E-02        0.103000E-02        0.127000E+00        0.481375E+00        0.147000E+00        0.100000E+01        0.500000E-19        0.186000E+01        0.186000E+01        0.227000E-04        0.201958E-04        0.130000E+02        0.259000E+00        0.000000E+00        0.640000E+01
  20161114        0.432750E-04        0.887125E-03        0.391625E-04        0.788208E-03        0.235792E-02        0.256917E-02        0.174667E-03        0.000000E+00        0.114125E-02        0.115333E-02        0.119125E+00        0.483792E+00        0.135000E+00        0.100000E+01       -0.115875E-16        0.186000E+01        0.186000E+01        0.227000E-04        0.229958E-04        0.148000E+02        0.255000E+00        0.000000E+00        0.640000E+01
  20161115        0.427125E-04        0.885000E-03        0.389000E-04        0.747833E-03        0.223000E-02        0.245083E-02        0.177000E-03        0.000000E+00        0.108792E-02        0.110000E-02        0.125000E+00        0.486083E+00        0.142000E+00        0.100000E+01       -0.381208E-16        0.186000E+01        0.186000E+01        0.227000E-04        0.218125E-04        0.138000E+02        0.253000E+00        0.000000E+00        0.640000E+01
  20161116        0.557125E-04        0.881958E-03        0.387000E-04        0.718417E-03        0.212125E-02        0.234375E-02        0.178125E-03        0.330042E-14        0.104000E-02        0.105167E-02        0.128000E+00        0.488500E+00        0.147000E+00        0.100000E+01        0.647083E-17        0.186000E+01        0.186000E+01        0.216000E-04        0.207042E-04        0.130000E+02        0.247000E+00       -0.521000E-03        0.640000E+01
  20161117        0.612625E-04        0.877542E-03        0.385708E-04        0.703167E-03        0.204708E-02        0.226833E-02        0.177750E-03        0.598708E-13        0.101000E-02        0.102083E-02        0.129833E+00        0.490917E+00        0.151000E+00        0.100000E+01        0.491083E-16        0.186000E+01        0.186000E+01        0.216000E-04        0.201000E-04        0.125000E+02        0.241000E+00       -0.108000E-02        0.640000E+01
  20161118        0.637417E-04        0.873625E-03        0.384000E-04        0.683208E-03        0.196125E-02        0.218083E-02        0.177542E-03        0.262458E-12        0.967708E-03        0.986750E-03        0.132167E+00        0.493250E+00        0.155000E+00        0.100000E+01        0.129958E-16        0.186000E+01        0.186000E+01        0.216000E-04        0.192250E-04        0.118000E+02        0.234000E+00       -0.156000E-02        0.640000E+01
  20161119        0.675500E-04        0.861167E-03        0.389000E-04        0.739667E-03        0.212500E-02        0.233458E-02        0.175625E-03        0.787042E-12        0.105417E-02        0.106875E-02        0.125500E+00        0.495667E+00        0.146000E+00        0.100000E+01        0.646083E-16        0.186000E+01        0.186000E+01        0.216000E-04        0.210875E-04        0.132000E+02        0.226000E+00       -0.203000E-02        0.640000E+01
  20161120        0.691167E-04        0.854250E-03        0.390708E-04        0.751333E-03        0.216542E-02        0.237583E-02        0.176625E-03        0.135500E-11        0.107833E-02        0.109542E-02        0.125458E+00        0.497958E+00        0.145000E+00        0.100000E+01       -0.636667E-17        0.186000E+01        0.186000E+01        0.216000E-04        0.216458E-04        0.134000E+02        0.222000E+00       -0.231000E-02        0.640000E+01
  20161121        0.684083E-04        0.852917E-03        0.387000E-04        0.705917E-03        0.201375E-02        0.223208E-02        0.178458E-03        0.167958E-11        0.101000E-02        0.103000E-02        0.131458E+00        0.500250E+00        0.153000E+00        0.100000E+01        0.390458E-16        0.186000E+01        0.186000E+01        0.216000E-04        0.201000E-04        0.121000E+02        0.219000E+00       -0.246000E-02        0.640000E+01
  20161122        0.672292E-04        0.850792E-03        0.384000E-04        0.672083E-03        0.188292E-02        0.210083E-02        0.178625E-03        0.152542E-11        0.947208E-03        0.968292E-03        0.135792E+00        0.502750E+00        0.160000E+00        0.100000E+01       -0.808333E-18        0.186000E+01        0.186000E+01        0.216000E-04        0.188125E-04        0.111000E+02        0.220000E+00       -0.242000E-02        0.640000E+01
  20161123        0.638583E-04        0.846792E-03        0.382000E-04        0.654208E-03        0.179875E-02        0.201583E-02        0.177792E-03        0.377458E-12        0.909333E-03        0.930792E-03        0.137917E+00        0.505083E+00        0.165000E+00        0.100000E+01        0.288458E-16        0.186000E+01        0.186000E+01        0.216000E-04        0.180000E-04        0.104000E+02        0.231000E+00       -0.171000E-02        0.640000E+01
  20161124        0.656125E-04        0.837375E-03        0.384000E-04        0.675292E-03        0.184000E-02        0.205000E-02        0.176000E-03        0.673917E-12        0.934708E-03        0.953958E-03        0.134333E+00        0.507375E+00        0.161000E+00        0.100000E+01        0.485988E-16        0.186000E+01        0.186000E+01        0.145000E-04        0.185000E-04        0.109000E+02        0.227000E+00       -0.197000E-02        0.640000E+01
  20161125        0.670750E-04        0.828333E-03        0.386000E-04        0.696375E-03        0.189542E-02        0.210000E-02        0.175542E-03        0.101167E-11        0.966792E-03        0.985042E-03        0.132000E+00        0.509708E+00        0.158000E+00        0.100000E+01        0.271625E-16        0.186000E+01        0.186000E+01        0.145000E-04        0.192083E-04        0.114000E+02        0.224000E+00       -0.216000E-02        0.640000E+01
  20161126        0.680917E-04        0.821958E-03        0.386083E-04        0.697667E-03        0.189500E-02        0.210000E-02        0.176000E-03        0.158708E-11        0.971000E-03        0.989958E-03        0.133000E+00        0.511958E+00        0.158000E+00        0.100000E+01        0.751146E-16        0.186000E+01        0.186000E+01        0.145000E-04        0.193042E-04        0.114000E+02        0.220000E+00       -0.241000E-02        0.640000E+01
  20161127        0.674833E-04        0.819000E-03        0.384000E-04        0.671167E-03        0.180375E-02        0.201292E-02        0.177125E-03        0.171417E-11        0.928667E-03        0.949708E-03        0.137000E+00        0.514250E+00        0.164000E+00        0.100000E+01        0.215158E-16        0.186000E+01        0.186000E+01        0.145000E-04        0.184000E-04        0.105000E+02        0.219000E+00       -0.247000E-02        0.640000E+01
  20161128        0.634583E-04        0.812500E-03        0.384000E-04        0.671833E-03        0.179000E-02        0.199417E-02        0.176625E-03        0.229125E-12        0.925042E-03        0.945792E-03        0.137000E+00        0.516583E+00        0.165000E+00        0.100000E+01        0.559958E-17        0.186000E+01        0.186000E+01        0.145000E-04        0.183000E-04        0.104000E+02        0.235000E+00       -0.149000E-02        0.640000E+01
  20161129        0.630000E-04        0.810292E-03        0.381000E-04        0.642250E-03        0.168333E-02        0.189125E-02        0.177125E-03        0.285125E-12        0.874167E-03        0.897042E-03        0.141625E+00        0.518917E+00        0.172000E+00        0.100000E+01        0.273613E-16        0.186000E+01        0.186000E+01        0.145000E-04        0.172250E-04        0.937000E+01        0.233000E+00       -0.159000E-02        0.640000E+01
  20161130        0.636000E-04        0.808583E-03        0.377000E-04        0.612208E-03        0.156958E-02        0.177875E-02        0.176833E-03        0.650375E-12        0.819000E-03        0.843250E-03        0.146583E+00        0.521167E+00        0.180000E+00        0.100000E+01        0.186542E-16        0.186000E+01        0.186000E+01        0.145000E-04        0.160500E-04        0.820000E+01        0.227000E+00       -0.197000E-02        0.640000E+01
  20161201        0.639000E-04        0.805167E-03        0.375000E-04        0.593417E-03        0.148792E-02        0.169625E-02        0.175792E-03        0.115542E-11        0.779792E-03        0.804542E-03        0.149542E+00        0.523458E+00        0.186000E+00        0.100000E+01        0.826292E-17        0.186000E+01        0.186000E+01        0.145000E-04        0.152208E-04        0.735000E+01        0.222000E+00       -0.228000E-02        0.640000E+01
  20161202        0.652000E-04        0.793333E-03        0.377000E-04        0.619833E-03        0.154000E-02        0.174000E-02        0.173125E-03        0.152208E-11        0.811583E-03        0.833042E-03        0.144000E+00        0.525792E+00        0.180000E+00        0.100000E+01       -0.214604E-16        0.186000E+01        0.186000E+01        0.423000E-05        0.159000E-04        0.818000E+01        0.220000E+00       -0.242000E-02        0.640000E+01
  20161203        0.577708E-04        0.778167E-03        0.382000E-04        0.673750E-03        0.169292E-02        0.188083E-02        0.172000E-03        0.157375E-13        0.894458E-03        0.912417E-03        0.135500E+00        0.527958E+00        0.169000E+00        0.100000E+01       -0.181253E-16        0.186000E+01        0.186000E+01        0.423000E-05        0.176458E-04        0.988000E+01        0.245000E+00       -0.759000E-03        0.640000E+01
  20161204        0.411000E-04        0.774833E-03        0.380000E-04        0.651750E-03        0.164000E-02        0.183000E-02        0.174000E-03        0.000000E+00        0.867833E-03        0.889000E-03        0.141000E+00        0.530125E+00        0.174000E+00        0.100000E+01       -0.190917E-16        0.186000E+01        0.186000E+01        0.423000E-05        0.170958E-04        0.911000E+01        0.286000E+00        0.000000E+00        0.640000E+01
  20161205        0.407708E-04        0.770708E-03        0.378000E-04        0.635708E-03        0.158000E-02        0.177583E-02        0.175000E-03        0.000000E+00        0.842000E-03        0.864250E-03        0.144000E+00        0.532292E+00        0.178000E+00        0.100000E+01       -0.808587E-17        0.186000E+01        0.186000E+01        0.423000E-05        0.165000E-04        0.847000E+01        0.289000E+00        0.000000E+00        0.640000E+01
  20161206        0.402458E-04        0.767708E-03        0.376000E-04        0.614125E-03        0.150208E-02        0.169917E-02        0.174958E-03        0.000000E+00        0.803583E-03        0.827708E-03        0.147750E+00        0.534542E+00        0.184000E+00        0.100000E+01       -0.349000E-17        0.186000E+01        0.186000E+01        0.423000E-05        0.157167E-04        0.758000E+01        0.286000E+00        0.000000E+00        0.640000E+01
  20161207        0.398000E-04        0.763833E-03        0.373417E-04        0.598458E-03        0.143667E-02        0.163417E-02        0.174417E-03        0.000000E+00        0.772208E-03        0.797000E-03        0.150542E+00        0.536792E+00        0.189000E+00        0.100000E+01        0.792500E-17        0.186000E+01        0.186000E+01        0.423000E-05        0.150542E-04        0.685000E+01        0.285000E+00        0.000000E+00        0.640000E+01
  20161208        0.410750E-04        0.747208E-03        0.379000E-04        0.655625E-03        0.158500E-02        0.176833E-02        0.171833E-03        0.000000E+00        0.854792E-03        0.874500E-03        0.139875E+00        0.538917E+00        0.176000E+00        0.100000E+01       -0.108017E-16        0.186000E+01        0.186000E+01        0.423000E-05        0.168042E-04        0.878000E+01        0.288000E+00        0.000000E+00        0.640000E+01
  20161209        0.405000E-04        0.745000E-03        0.376000E-04        0.627583E-03        0.151000E-02        0.170000E-02        0.174000E-03        0.000000E+00        0.817250E-03        0.840500E-03        0.146083E+00        0.541042E+00        0.183000E+00        0.100000E+01        0.346458E-17        0.186000E+01        0.186000E+01        0.423000E-05        0.160000E-04        0.774000E+01        0.282000E+00        0.000000E+00        0.640000E+01
  20161210        0.387458E-04        0.752500E-03        0.368042E-04        0.556958E-03        0.129500E-02        0.149625E-02        0.175917E-03        0.000000E+00        0.703958E-03        0.733417E-03        0.161958E+00        0.543250E+00        0.203000E+00        0.100000E+01       -0.390833E-17        0.186000E+01        0.186000E+01        0.825000E-05        0.136375E-04        0.479000E+01        0.282000E+00        0.000000E+00        0.640000E+01
  20161211        0.383167E-04        0.748000E-03        0.365917E-04        0.546417E-03        0.123417E-02        0.143000E-02        0.173375E-03        0.000000E+00        0.673917E-03        0.702208E-03        0.163000E+00        0.545500E+00        0.208000E+00        0.100000E+01       -0.510417E-17        0.186000E+01        0.186000E+01        0.825000E-05        0.129958E-04        0.412000E+01        0.270000E+00        0.000000E+00        0.640000E+01
  20161212        0.387000E-04        0.735500E-03        0.367000E-04        0.567583E-03        0.127000E-02        0.146000E-02        0.171000E-03        0.000000E+00        0.696208E-03        0.721333E-03        0.157000E+00        0.547708E+00        0.203000E+00        0.100000E+01       -0.288812E-16        0.186000E+01        0.186000E+01        0.825000E-05        0.134333E-04        0.489000E+01        0.274000E+00        0.000000E+00        0.640000E+01
  20161213        0.393000E-04        0.722375E-03        0.369000E-04        0.594542E-03        0.133667E-02        0.151708E-02        0.169958E-03        0.000000E+00        0.735583E-03        0.758500E-03        0.151042E+00        0.549792E+00        0.196000E+00        0.100000E+01       -0.116667E-18        0.186000E+01        0.186000E+01        0.825000E-05        0.142667E-04        0.592000E+01        0.272000E+00        0.000000E+00        0.640000E+01
  20161214        0.396000E-04        0.713000E-03        0.370000E-04        0.606792E-03        0.137208E-02        0.155333E-02        0.170708E-03        0.000000E+00        0.758083E-03        0.781167E-03        0.149792E+00        0.551875E+00        0.193000E+00        0.100000E+01       -0.129625E-16        0.186000E+01        0.186000E+01        0.825000E-05        0.147542E-04        0.633000E+01        0.270000E+00        0.000000E+00        0.640000E+01
  20161215        0.386000E-04        0.714167E-03        0.365625E-04        0.568125E-03        0.126583E-02        0.145500E-02        0.172958E-03        0.000000E+00        0.702125E-03        0.729792E-03        0.159958E+00        0.553958E+00        0.204000E+00        0.100000E+01       -0.309792E-16        0.186000E+01        0.186000E+01        0.825000E-05        0.136000E-04        0.464000E+01        0.270000E+00        0.000000E+00        0.640000E+01
  20161216        0.391000E-04        0.702167E-03        0.367000E-04        0.591542E-03        0.131458E-02        0.149917E-02        0.171000E-03        0.000000E+00        0.731875E-03        0.756875E-03        0.154000E+00        0.556083E+00        0.198000E+00        0.100000E+01       -0.108583E-16        0.186000E+01        0.186000E+01        0.825000E-05        0.142167E-04        0.550000E+01        0.257000E+00        0.000000E+00        0.640000E+01
  20161217        0.391000E-04        0.694875E-03        0.367000E-04        0.593625E-03        0.132000E-02        0.150000E-02        0.172000E-03        0.000000E+00        0.735792E-03        0.761250E-03        0.154917E+00        0.558167E+00        0.199000E+00        0.100000E+01       -0.172500E-16        0.186000E+01        0.186000E+01        0.825000E-05        0.143000E-04        0.549000E+01        0.266000E+00        0.000000E+00        0.640000E+01
