 Simulation_Period = 20160101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                TM_C               TOM_C               SOM_C              POM1_C              POM2_C               MOM_C               QOM_C               DOM_C                MB_C               MBA_C               MBD_C               ENZ_C             ENZP1_C             ENZP2_C              ENZM_C            TM_err_C                 CO2               Nmine                 NH4                 NO3                TM_N               TOM_N               SOM_N              POM1_N              POM2_N               MOM_N               QOM_N               DOM_N                MB_N               MBA_N               MBD_N               ENZ_N             ENZP1_N             ENZP2_N              ENZM_N            TM_err_N               TM_CN              TOM_CN              SOM_CN             POM1_CN             POM2_CN              MOM_CN              QOM_CN              DOM_CN               MB_CN              MBA_CN              MBD_CN              ENZ_CN            ENZP1_CN            ENZP2_CN             ENZM_CN           TM_err_CN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
  20161107        0.186323E+01        0.186323E+01        0.180262E+01        0.395074E+00        0.389340E-01        0.915733E+00        0.452884E+00        0.347244E-01        0.229895E-01        0.107327E-01        0.122568E-01        0.288792E-02        0.122497E-02        0.185484E-03        0.147746E-02        0.146679E-16        0.983211E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161108        0.186328E+01        0.186328E+01        0.180272E+01        0.394712E+00        0.383094E-01        0.916011E+00        0.453691E+00        0.346643E-01        0.229970E-01        0.107924E-01        0.122046E-01        0.289583E-02        0.122993E-02        0.184391E-03        0.148151E-02       -0.471062E-17        0.988924E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161109        0.186323E+01        0.186323E+01        0.180251E+01        0.394339E+00        0.376753E-01        0.916268E+00        0.454227E+00        0.348108E-01        0.230039E-01        0.108512E-01        0.121528E-01        0.290510E-02        0.123551E-02        0.183342E-03        0.148625E-02       -0.407894E-16        0.994874E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161110        0.186318E+01        0.186318E+01        0.180243E+01        0.393966E+00        0.370591E-01        0.916508E+00        0.454897E+00        0.348237E-01        0.230114E-01        0.109105E-01        0.121009E-01        0.291424E-02        0.124103E-02        0.182275E-03        0.149093E-02       -0.710186E-17        0.100082E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161111        0.186319E+01        0.186319E+01        0.180295E+01        0.393603E+00        0.364555E-01        0.916739E+00        0.456151E+00        0.343015E-01        0.230209E-01        0.109720E-01        0.120489E-01        0.291990E-02        0.124502E-02        0.181052E-03        0.149382E-02       -0.152874E-16        0.100615E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161112        0.186325E+01        0.186325E+01        0.180362E+01        0.393249E+00        0.358658E-01        0.916958E+00        0.457544E+00        0.336827E-01        0.230310E-01        0.110338E-01        0.119972E-01        0.292283E-02        0.124780E-02        0.179706E-03        0.149533E-02       -0.158895E-16        0.101096E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161113        0.186332E+01        0.186332E+01        0.180392E+01        0.392895E+00        0.352945E-01        0.917161E+00        0.458569E+00        0.334353E-01        0.230402E-01        0.110939E-01        0.119464E-01        0.292607E-02        0.125072E-02        0.178366E-03        0.149698E-02        0.993833E-19        0.101574E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161114        0.186335E+01        0.186335E+01        0.180361E+01        0.392532E+00        0.347448E-01        0.917341E+00        0.458995E+00        0.337538E-01        0.230478E-01        0.111515E-01        0.118962E-01        0.293222E-02        0.125496E-02        0.177136E-03        0.150013E-02       -0.116122E-16        0.102093E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161115        0.186335E+01        0.186335E+01        0.180337E+01        0.392165E+00        0.342128E-01        0.917503E+00        0.459488E+00        0.339889E-01        0.230557E-01        0.112097E-01        0.118460E-01        0.293939E-02        0.125965E-02        0.175942E-03        0.150379E-02       -0.381091E-16        0.102630E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161116        0.186337E+01        0.186337E+01        0.180352E+01        0.391737E+00        0.336889E-01        0.917713E+00        0.460384E+00        0.338401E-01        0.230650E-01        0.112695E-01        0.117956E-01        0.294478E-02        0.126355E-02        0.174674E-03        0.150655E-02        0.641363E-17        0.103141E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161117        0.186340E+01        0.186340E+01        0.180378E+01        0.391222E+00        0.331743E-01        0.917991E+00        0.461393E+00        0.335969E-01        0.230750E-01        0.113297E-01        0.117453E-01        0.294898E-02        0.126692E-02        0.173357E-03        0.150870E-02        0.491487E-16        0.103630E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161118        0.186345E+01        0.186345E+01        0.180408E+01        0.390671E+00        0.326736E-01        0.918291E+00        0.462448E+00        0.333253E-01        0.230852E-01        0.113900E-01        0.116953E-01        0.295218E-02        0.126984E-02        0.172000E-03        0.151034E-02        0.129714E-16        0.104101E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161119        0.186348E+01        0.186348E+01        0.180403E+01        0.390092E+00        0.321898E-01        0.918598E+00        0.463150E+00        0.333984E-01        0.230946E-01        0.114487E-01        0.116459E-01        0.295661E-02        0.127331E-02        0.170690E-03        0.151260E-02        0.646888E-16        0.104585E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161120        0.186348E+01        0.186348E+01        0.180373E+01        0.389489E+00        0.317233E-01        0.918903E+00        0.463615E+00        0.336874E-01        0.231034E-01        0.115067E-01        0.115968E-01        0.296303E-02        0.127768E-02        0.169455E-03        0.151589E-02       -0.630188E-17        0.105099E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161121        0.186350E+01        0.186350E+01        0.180377E+01        0.388883E+00        0.312693E-01        0.919202E+00        0.464415E+00        0.336499E-01        0.231134E-01        0.115661E-01        0.115474E-01        0.296846E-02        0.128160E-02        0.168185E-03        0.151867E-02        0.390014E-16        0.105600E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161122        0.186355E+01        0.186355E+01        0.180416E+01        0.388286E+00        0.308257E-01        0.919489E+00        0.465555E+00        0.332989E-01        0.231248E-01        0.116268E-01        0.114980E-01        0.297157E-02        0.128448E-02        0.166833E-03        0.152026E-02       -0.772467E-18        0.106066E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161123        0.186363E+01        0.186363E+01        0.180462E+01        0.387713E+00        0.303934E-01        0.919751E+00        0.466763E+00        0.328975E-01        0.231366E-01        0.116877E-01        0.114489E-01        0.297311E-02        0.128663E-02        0.165429E-03        0.152105E-02        0.287771E-16        0.106507E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161124        0.186362E+01        0.186362E+01        0.180480E+01        0.387141E+00        0.299422E-01        0.919994E+00        0.467719E+00        0.326991E-01        0.231478E-01        0.117474E-01        0.114004E-01        0.297488E-02        0.128889E-02        0.164036E-03        0.152195E-02        0.486122E-16        0.106945E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161125        0.186351E+01        0.186351E+01        0.180461E+01        0.386549E+00        0.294768E-01        0.920230E+00        0.468357E+00        0.327633E-01        0.231582E-01        0.118058E-01        0.113524E-01        0.297809E-02        0.129180E-02        0.162696E-03        0.152360E-02        0.271086E-16        0.107398E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161126        0.186340E+01        0.186340E+01        0.180437E+01        0.385946E+00        0.290259E-01        0.920460E+00        0.468935E+00        0.328788E-01        0.231686E-01        0.118639E-01        0.113046E-01        0.298209E-02        0.129506E-02        0.161384E-03        0.152564E-02        0.750380E-16        0.107860E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161127        0.186329E+01        0.186329E+01        0.180433E+01        0.385344E+00        0.285870E-01        0.920682E+00        0.469721E+00        0.327933E-01        0.231798E-01        0.119230E-01        0.112568E-01        0.298529E-02        0.129796E-02        0.160047E-03        0.152728E-02        0.215018E-16        0.108312E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161128        0.186320E+01        0.186320E+01        0.180438E+01        0.384763E+00        0.281599E-01        0.920875E+00        0.470577E+00        0.326445E-01        0.231914E-01        0.119823E-01        0.112091E-01        0.298775E-02        0.130052E-02        0.158688E-03        0.152854E-02        0.559972E-17        0.108753E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161129        0.186312E+01        0.186312E+01        0.180453E+01        0.384204E+00        0.277439E-01        0.921042E+00        0.471540E+00        0.323958E-01        0.232036E-01        0.120420E-01        0.111616E-01        0.298922E-02        0.130263E-02        0.157299E-03        0.152929E-02        0.273664E-16        0.109179E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161130        0.186307E+01        0.186307E+01        0.180491E+01        0.383645E+00        0.273372E-01        0.921208E+00        0.472714E+00        0.319572E-01        0.232168E-01        0.121025E-01        0.111143E-01        0.298859E-02        0.130378E-02        0.155847E-03        0.152897E-02        0.186233E-16        0.109578E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161201        0.186304E+01        0.186304E+01        0.180535E+01        0.383083E+00        0.269400E-01        0.921376E+00        0.473954E+00        0.314710E-01        0.232304E-01        0.121631E-01        0.110673E-01        0.298618E-02        0.130411E-02        0.154342E-03        0.152774E-02        0.832243E-17        0.109953E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161202        0.186289E+01        0.186289E+01        0.180542E+01        0.382505E+00        0.265084E-01        0.921538E+00        0.474871E+00        0.312369E-01        0.232432E-01        0.122221E-01        0.110211E-01        0.298424E-02        0.130464E-02        0.152859E-03        0.152674E-02       -0.214366E-16        0.110326E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161203        0.186259E+01        0.186259E+01        0.180483E+01        0.381949E+00        0.260505E-01        0.921648E+00        0.475186E+00        0.315113E-01        0.232540E-01        0.122784E-01        0.109756E-01        0.298548E-02        0.130663E-02        0.151477E-03        0.152738E-02       -0.180740E-16        0.110729E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161204        0.186227E+01        0.186227E+01        0.180428E+01        0.381506E+00        0.256066E-01        0.921642E+00        0.475525E+00        0.317368E-01        0.232651E-01        0.123351E-01        0.109300E-01        0.298792E-02        0.130916E-02        0.150133E-03        0.152862E-02       -0.190949E-16        0.111146E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161205        0.186197E+01        0.186197E+01        0.180406E+01        0.381139E+00        0.251731E-01        0.921563E+00        0.476183E+00        0.316435E-01        0.232774E-01        0.123932E-01        0.108843E-01        0.298908E-02        0.131111E-02        0.148749E-03        0.152922E-02       -0.809356E-17        0.111549E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161206        0.186168E+01        0.186168E+01        0.180403E+01        0.380776E+00        0.247498E-01        0.921476E+00        0.477026E+00        0.313759E-01        0.232906E-01        0.124519E-01        0.108387E-01        0.298886E-02        0.131243E-02        0.147325E-03        0.152911E-02       -0.353140E-17        0.111936E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20161207        0.186142E+01        0.186142E+01        0.180410E+01        0.380417E+00        0.243362E-01        0.921381E+00        0.477968E+00        0.310215E-01        0.233043E-01        0.125110E-01        0.107933E-01        0.298724E-02        0.131310E-02        0.145861E-03        0.152828E-02        0.784093E-17        0.112305E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
