 Simulation_Period = 20160101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                TM_C               TOM_C               SOM_C              POM1_C              POM2_C               MOM_C               QOM_C               DOM_C                MB_C               MBA_C               MBD_C               ENZ_C             ENZP1_C             ENZP2_C              ENZM_C            TM_err_C                 CO2               Nmine                 NH4                 NO3                TM_N               TOM_N               SOM_N              POM1_N              POM2_N               MOM_N               QOM_N               DOM_N                MB_N               MBA_N               MBD_N               ENZ_N             ENZP1_N             ENZP2_N              ENZM_N            TM_err_N               TM_CN              TOM_CN              SOM_CN             POM1_CN             POM2_CN              MOM_CN              QOM_CN              DOM_CN               MB_CN              MBA_CN              MBD_CN              ENZ_CN            ENZP1_CN            ENZP2_CN             ENZM_CN           TM_err_CN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
  20160304        0.119049E+01        0.119049E+01        0.114302E+01        0.400207E+00        0.405900E-01        0.698546E+00        0.368153E-02        0.503889E-04        0.454638E-01        0.263735E-01        0.190903E-01        0.194745E-02        0.460392E-03        0.526383E-04        0.143442E-02       -0.413573E-16        0.583446E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160305        0.118996E+01        0.118996E+01        0.114231E+01        0.399990E+00        0.404542E-01        0.698360E+00        0.350662E-02        0.464542E-04        0.456124E-01        0.265356E-01        0.190768E-01        0.199079E-02        0.470170E-03        0.536080E-04        0.146702E-02        0.309612E-16        0.592023E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160306        0.118939E+01        0.118939E+01        0.114156E+01        0.399759E+00        0.402989E-01        0.698169E+00        0.333587E-02        0.442387E-04        0.457501E-01        0.266861E-01        0.190640E-01        0.203495E-02        0.480134E-03        0.545931E-04        0.150022E-02        0.413166E-16        0.600583E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160307        0.118881E+01        0.118881E+01        0.114080E+01        0.399520E+00        0.401401E-01        0.697972E+00        0.317147E-02        0.446529E-04        0.458852E-01        0.268337E-01        0.190515E-01        0.207954E-02        0.490204E-03        0.555849E-04        0.153375E-02        0.167422E-16        0.609244E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160308        0.118824E+01        0.118824E+01        0.114005E+01        0.399302E+00        0.399772E-01        0.697748E+00        0.301824E-02        0.473876E-04        0.460265E-01        0.269879E-01        0.190387E-01        0.212370E-02        0.500178E-03        0.565632E-04        0.156696E-02        0.204948E-16        0.617816E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160309        0.118767E+01        0.118767E+01        0.113929E+01        0.399130E+00        0.398105E-01        0.697473E+00        0.287334E-02        0.456757E-04        0.461709E-01        0.271452E-01        0.190256E-01        0.216781E-02        0.510145E-03        0.575367E-04        0.160013E-02        0.106413E-16        0.626409E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160310        0.118712E+01        0.118712E+01        0.113853E+01        0.398982E+00        0.396398E-01        0.697171E+00        0.273982E-02        0.520201E-04        0.463232E-01        0.273112E-01        0.190120E-01        0.221122E-02        0.519958E-03        0.584903E-04        0.163278E-02        0.338223E-17        0.634820E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160311        0.118658E+01        0.118658E+01        0.113778E+01        0.398833E+00        0.394645E-01        0.696865E+00        0.262027E-02        0.548228E-04        0.464931E-01        0.274959E-01        0.189972E-01        0.225333E-02        0.529477E-03        0.594103E-04        0.166444E-02        0.107779E-16        0.643040E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160312        0.118606E+01        0.118606E+01        0.113703E+01        0.398683E+00        0.392852E-01        0.696555E+00        0.251117E-02        0.583210E-04        0.466746E-01        0.276930E-01        0.189816E-01        0.229463E-02        0.538819E-03        0.603084E-04        0.169551E-02        0.143571E-16        0.651131E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160313        0.118559E+01        0.118559E+01        0.113632E+01        0.398537E+00        0.391362E-01        0.696239E+00        0.240858E-02        0.619169E-04        0.468716E-01        0.279064E-01        0.189651E-01        0.233591E-02        0.548160E-03        0.612019E-04        0.172655E-02       -0.556328E-17        0.659633E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160314        0.118512E+01        0.118512E+01        0.113562E+01        0.398390E+00        0.390160E-01        0.695910E+00        0.230261E-02        0.533730E-04        0.470648E-01        0.281154E-01        0.189494E-01        0.237906E-02        0.557928E-03        0.621342E-04        0.175900E-02       -0.193988E-16        0.668989E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160315        0.118453E+01        0.118453E+01        0.113488E+01        0.398235E+00        0.388943E-01        0.695563E+00        0.219097E-02        0.507884E-04        0.471746E-01        0.282394E-01        0.189352E-01        0.242489E-02        0.568311E-03        0.631237E-04        0.179346E-02        0.101883E-16        0.679420E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160316        0.118396E+01        0.118396E+01        0.113414E+01        0.398078E+00        0.387686E-01        0.695209E+00        0.208594E-02        0.549732E-04        0.472925E-01        0.283716E-01        0.189209E-01        0.247046E-02        0.578639E-03        0.641045E-04        0.182772E-02       -0.182392E-16        0.689779E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160317        0.118346E+01        0.118346E+01        0.113341E+01        0.397921E+00        0.386379E-01        0.694854E+00        0.199288E-02        0.585640E-04        0.474851E-01        0.285796E-01        0.189055E-01        0.251431E-02        0.588576E-03        0.650439E-04        0.186069E-02        0.126637E-16        0.699347E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160318        0.118293E+01        0.118293E+01        0.113265E+01        0.397735E+00        0.385044E-01        0.694510E+00        0.190090E-02        0.517943E-04        0.476731E-01        0.287827E-01        0.188905E-01        0.255906E-02        0.598723E-03        0.660002E-04        0.189434E-02       -0.152938E-16        0.709248E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160319        0.118241E+01        0.118241E+01        0.113188E+01        0.397511E+00        0.383674E-01        0.694190E+00        0.181353E-02        0.591091E-04        0.478612E-01        0.289857E-01        0.188755E-01        0.260392E-02        0.608898E-03        0.669559E-04        0.192806E-02       -0.127594E-16        0.719142E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160320        0.118189E+01        0.118189E+01        0.113111E+01        0.397266E+00        0.382262E-01        0.693885E+00        0.173509E-02        0.596289E-04        0.480685E-01        0.292090E-01        0.188594E-01        0.264787E-02        0.618871E-03        0.678885E-04        0.196112E-02       -0.341284E-16        0.728938E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160321        0.118137E+01        0.118137E+01        0.113037E+01        0.397007E+00        0.381320E-01        0.693581E+00        0.165487E-02        0.594860E-04        0.482410E-01        0.293974E-01        0.188435E-01        0.269352E-02        0.629233E-03        0.688555E-04        0.199544E-02       -0.552328E-16        0.740073E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160322        0.118072E+01        0.118072E+01        0.112966E+01        0.396734E+00        0.380810E-01        0.693271E+00        0.157210E-02        0.606490E-04        0.482571E-01        0.294293E-01        0.188278E-01        0.274173E-02        0.640179E-03        0.698775E-04        0.203167E-02       -0.290634E-16        0.753745E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160323        0.118002E+01        0.118002E+01        0.112892E+01        0.396446E+00        0.380259E-01        0.692960E+00        0.149297E-02        0.608382E-04        0.482393E-01        0.294272E-01        0.188121E-01        0.279009E-02        0.651163E-03        0.709023E-04        0.206803E-02       -0.748097E-17        0.767922E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160324        0.117947E+01        0.117947E+01        0.112819E+01        0.396153E+00        0.379656E-01        0.692652E+00        0.141970E-02        0.608816E-04        0.483775E-01        0.295814E-01        0.187961E-01        0.283694E-02        0.661801E-03        0.718931E-04        0.210325E-02       -0.136050E-16        0.780581E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160325        0.117900E+01        0.117900E+01        0.112745E+01        0.395853E+00        0.379005E-01        0.692346E+00        0.135230E-02        0.630993E-04        0.486018E-01        0.298221E-01        0.187797E-01        0.288285E-02        0.672227E-03        0.728625E-04        0.213776E-02       -0.153826E-16        0.792404E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160326        0.117848E+01        0.117848E+01        0.112670E+01        0.395541E+00        0.378317E-01        0.692037E+00        0.128763E-02        0.621329E-04        0.487907E-01        0.300274E-01        0.187633E-01        0.292938E-02        0.682794E-03        0.738443E-04        0.217274E-02       -0.291955E-16        0.804758E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160327        0.117782E+01        0.117782E+01        0.112592E+01        0.395218E+00        0.377602E-01        0.691719E+00        0.122392E-02        0.630781E-04        0.488559E-01        0.301089E-01        0.187470E-01        0.297737E-02        0.693699E-03        0.748572E-04        0.220882E-02       -0.510484E-17        0.818544E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160328        0.117697E+01        0.117697E+01        0.112512E+01        0.394885E+00        0.376859E-01        0.691387E+00        0.116177E-02        0.641673E-04        0.487572E-01        0.300264E-01        0.187308E-01        0.302679E-02        0.704929E-03        0.758999E-04        0.224596E-02       -0.417767E-16        0.834197E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160329        0.117607E+01        0.117607E+01        0.112435E+01        0.394548E+00        0.376569E-01        0.691049E+00        0.110183E-02        0.707774E-04        0.485687E-01        0.298549E-01        0.187138E-01        0.307672E-02        0.716278E-03        0.769531E-04        0.228349E-02       -0.260657E-17        0.851637E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160330        0.117528E+01        0.117528E+01        0.112363E+01        0.394214E+00        0.376677E-01        0.690708E+00        0.104554E-02        0.709153E-04        0.484462E-01        0.297501E-01        0.186961E-01        0.312557E-02        0.727379E-03        0.779837E-04        0.232021E-02        0.367263E-16        0.869270E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160331        0.117457E+01        0.117457E+01        0.112291E+01        0.393882E+00        0.376731E-01        0.690360E+00        0.992905E-03        0.713516E-04        0.484191E-01        0.297410E-01        0.186781E-01        0.317326E-02        0.738215E-03        0.789904E-04        0.235606E-02        0.617318E-17        0.886024E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160401        0.117393E+01        0.117393E+01        0.112217E+01        0.393544E+00        0.376735E-01        0.690010E+00        0.943411E-03        0.717097E-04        0.484687E-01        0.298086E-01        0.186601E-01        0.322025E-02        0.748888E-03        0.799829E-04        0.239138E-02       -0.385172E-17        0.902114E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160402        0.117315E+01        0.117315E+01        0.112141E+01        0.393189E+00        0.376707E-01        0.689653E+00        0.895132E-03        0.734918E-04        0.484038E-01        0.297618E-01        0.186420E-01        0.326877E-02        0.759911E-03        0.810100E-04        0.242785E-02        0.342659E-16        0.919580E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20160403        0.117227E+01        0.117227E+01        0.112063E+01        0.392825E+00        0.376637E-01        0.689289E+00        0.848831E-03        0.733712E-04        0.482508E-01        0.296269E-01        0.186239E-01        0.331750E-02        0.770981E-03        0.820429E-04        0.246447E-02       -0.206540E-16        0.938134E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
