 Simulation_Period = 20160101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day            TOTout_C            TOTinp_C           POMinp1_C           POMinp2_C            DOMinp_C           POMdec1_C           POMdec2_C       POMdec2DOM1_C       POMdec2DOM2_C       POMdec2MOM1_C       POMdec2MOM2_C            MOMdec_C           MOM2DOM_C           QOM2DOM_C           DOM2QOM_C        DOM2QOMnet_C           DOM2MBA_C     MBA_mortality_C           MBA2EP1_C           MBA2EP2_C            MBA2EM_C            MBA_PM_C           EP2DOM1_C           EP2DOM2_C            EM2DOM_C           MBA2DOM_C           MBA2POM_C           MBA2MBD_C           MBD2MBA_C             CO2_gmo              CO2_gm          CO2_growth          CO2_maintn          CO2_ovflow      CO2_maintn_MBA      CO2_maintn_MBD      CO2_ovflow_MBA      CO2_ovflow_MBD           Nmine_dep             NH4_dep             NO3_dep             Nmn_net                 Nmn             Nmn_MBA             Nmn_MBD                 Nim             Nim_NH4             Nim_NO3              Nitrif            DENitrif            TOTout_N            TOTinp_N           POMinp1_N           POMinp2_N            DOMinp_N           POMdec1_N           POMdec2_N       POMdec2DOM1_N       POMdec2DOM2_N       POMdec2MOM1_N       POMdec2MOM2_N            MOMdec_N           MOM2DOM_N           QOM2DOM_N           DOM2QOM_N        DOM2QOMnet_N           DOM2MBA_N     MBA_mortality_N           MBA2EP1_N           MBA2EP2_N            MBA2EM_N            MBA_PM_N           EP2DOM1_N           EP2DOM2_N            EM2DOM_N           MBA2DOM_N           MBA2POM_N           MBA2MBD_N           MBD2MBA_N                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20170511        0.216848E-03        0.164600E-03        0.115220E-04        0.609020E-04        0.921760E-04        0.226796E-04        0.336923E-04        0.228424E-05        0.339342E-05        0.203953E-04        0.302989E-04        0.100613E-03        0.100613E-03        0.356162E-08        0.000000E+00       -0.356162E-08        0.200037E-03        0.000000E+00        0.283408E-06        0.438748E-07        0.981655E-06        0.130894E-05        0.351308E-06        0.275933E-07        0.113311E-05        0.000000E+00        0.000000E+00        0.000000E+00        0.764452E-06        0.216848E-03        0.216848E-03        0.200037E-03        0.168112E-04        0.000000E+00        0.167617E-04        0.494363E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20170512        0.216715E-03        0.164600E-03        0.115220E-04        0.609020E-04        0.921760E-04        0.226952E-04        0.343551E-04        0.228582E-05        0.346017E-05        0.204095E-04        0.308949E-04        0.100451E-03        0.100451E-03        0.335880E-08        0.000000E+00       -0.335880E-08        0.199892E-03        0.000000E+00        0.274823E-06        0.433593E-07        0.954358E-06        0.127254E-05        0.351059E-06        0.276486E-07        0.113254E-05        0.000000E+00        0.000000E+00        0.000000E+00        0.760903E-06        0.216715E-03        0.216715E-03        0.199892E-03        0.168229E-04        0.000000E+00        0.167736E-04        0.493262E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20170513        0.218839E-03        0.164600E-03        0.115220E-04        0.609020E-04        0.921760E-04        0.228696E-04        0.349807E-04        0.230337E-05        0.352318E-05        0.205662E-04        0.314576E-04        0.100715E-03        0.100715E-03        0.319700E-08        0.000000E+00       -0.319700E-08        0.200217E-03        0.000000E+00        0.268408E-06        0.431259E-07        0.934415E-06        0.124595E-05        0.350786E-06        0.277025E-07        0.113190E-05        0.000000E+00        0.000000E+00        0.000000E+00        0.755589E-06        0.218839E-03        0.218839E-03        0.200217E-03        0.186215E-04        0.000000E+00        0.185723E-04        0.492168E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20170514        0.222440E-03        0.164600E-03        0.115220E-04        0.609020E-04        0.921760E-04        0.230953E-04        0.355879E-04        0.232611E-05        0.358434E-05        0.207692E-04        0.320036E-04        0.101116E-03        0.101116E-03        0.304915E-08        0.000000E+00       -0.304915E-08        0.200695E-03        0.000000E+00        0.261335E-06        0.427335E-07        0.912024E-06        0.121609E-05        0.350491E-06        0.277551E-07        0.113118E-05        0.000000E+00        0.000000E+00        0.000000E+00        0.749816E-06        0.222440E-03        0.222440E-03        0.200695E-03        0.217443E-04        0.000000E+00        0.216952E-04        0.491081E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20170515        0.226102E-03        0.164600E-03        0.115220E-04        0.609020E-04        0.921760E-04        0.340279E-04        0.361943E-04        0.342722E-05        0.364541E-05        0.306007E-04        0.325489E-04        0.101278E-03        0.101278E-03        0.288839E-08        0.000000E+00       -0.288839E-08        0.201981E-03        0.392931E-15        0.251052E-06        0.417759E-07        0.878310E-06        0.117114E-05        0.350167E-06        0.278052E-07        0.113037E-05        0.378096E-15        0.148359E-16        0.435893E-14        0.749166E-06        0.226102E-03        0.226102E-03        0.201981E-03        0.241201E-04        0.000000E+00        0.240711E-04        0.490000E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20170516        0.227642E-03        0.164600E-03        0.115220E-04        0.609020E-04        0.921760E-04        0.360416E-04        0.367920E-04        0.363003E-05        0.370561E-05        0.324116E-04        0.330864E-04        0.101286E-03        0.101286E-03        0.272390E-08        0.000000E+00       -0.272390E-08        0.202297E-03        0.215606E-14        0.238694E-06        0.404233E-07        0.837187E-06        0.111630E-05        0.349805E-06        0.278512E-07        0.112944E-05        0.207465E-14        0.814063E-16        0.240749E-13        0.746360E-06        0.227642E-03        0.227642E-03        0.202297E-03        0.253453E-04        0.000000E+00        0.252964E-04        0.488920E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20170517        0.227046E-03        0.168850E-03        0.118195E-04        0.624745E-04        0.945560E-04        0.231652E-04        0.374008E-04        0.233315E-05        0.376692E-05        0.208320E-04        0.336338E-04        0.100957E-03        0.100957E-03        0.255131E-08        0.000000E+00       -0.255131E-08        0.203088E-03        0.000000E+00        0.224817E-06        0.387220E-07        0.790461E-06        0.105400E-05        0.349399E-06        0.278917E-07        0.112835E-05        0.000000E+00        0.000000E+00        0.000000E+00        0.747655E-06        0.227046E-03        0.227046E-03        0.203088E-03        0.239572E-04        0.000000E+00        0.239085E-04        0.487842E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20170518        0.227092E-03        0.168850E-03        0.118195E-04        0.624745E-04        0.945560E-04        0.309080E-04        0.380037E-04        0.311298E-05        0.382765E-05        0.277950E-04        0.341760E-04        0.100700E-03        0.100700E-03        0.239450E-08        0.000000E+00       -0.239450E-08        0.203678E-03        0.224448E-16        0.212006E-06        0.371218E-07        0.747237E-06        0.996365E-06        0.348948E-06        0.279264E-07        0.112711E-05        0.215973E-16        0.847446E-18        0.251039E-15        0.747455E-06        0.227092E-03        0.227092E-03        0.203678E-03        0.234142E-04        0.000000E+00        0.233656E-04        0.486763E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20170519        0.225331E-03        0.168850E-03        0.118195E-04        0.624745E-04        0.945560E-04        0.230898E-04        0.385872E-04        0.232556E-05        0.388641E-05        0.207643E-04        0.347008E-04        0.100423E-03        0.100423E-03        0.224645E-08        0.000000E+00       -0.224645E-08        0.202738E-03        0.000000E+00        0.199551E-06        0.355023E-07        0.705020E-06        0.940073E-06        0.348455E-06        0.279554E-07        0.112573E-05        0.000000E+00        0.000000E+00        0.000000E+00        0.741830E-06        0.225331E-03        0.225331E-03        0.202738E-03        0.225924E-04        0.000000E+00        0.225438E-04        0.485687E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20170520        0.224914E-03        0.168850E-03        0.118195E-04        0.624745E-04        0.945560E-04        0.230785E-04        0.391481E-04        0.232441E-05        0.394291E-05        0.207541E-04        0.352052E-04        0.100181E-03        0.100181E-03        0.211011E-08        0.000000E+00       -0.211011E-08        0.202514E-03        0.000000E+00        0.187692E-06        0.338963E-07        0.664632E-06        0.886220E-06        0.347922E-06        0.279788E-07        0.112422E-05        0.000000E+00        0.000000E+00        0.000000E+00        0.738334E-06        0.224914E-03        0.224914E-03        0.202514E-03        0.223996E-04        0.000000E+00        0.223511E-04        0.484619E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20170521        0.226115E-03        0.168850E-03        0.118195E-04        0.624745E-04        0.945560E-04        0.231190E-04        0.396832E-04        0.232849E-05        0.399680E-05        0.207905E-04        0.356864E-04        0.100076E-03        0.100076E-03        0.198772E-08        0.000000E+00       -0.198772E-08        0.202459E-03        0.000000E+00        0.176129E-06        0.322718E-07        0.625079E-06        0.833479E-06        0.347351E-06        0.279966E-07        0.112257E-05        0.000000E+00        0.000000E+00        0.000000E+00        0.734349E-06        0.226115E-03        0.226115E-03        0.202459E-03        0.236558E-04        0.000000E+00        0.236074E-04        0.483555E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20170522        0.226624E-03        0.168850E-03        0.118195E-04        0.624745E-04        0.945560E-04        0.231305E-04        0.402015E-04        0.232966E-05        0.404900E-05        0.208009E-04        0.361524E-04        0.998923E-04        0.998923E-04        0.186887E-08        0.000000E+00       -0.186887E-08        0.202330E-03        0.000000E+00        0.163744E-06        0.304255E-07        0.582392E-06        0.776561E-06        0.346740E-06        0.280083E-07        0.112078E-05        0.000000E+00        0.000000E+00        0.000000E+00        0.730665E-06        0.226624E-03        0.226624E-03        0.202330E-03        0.242941E-04        0.000000E+00        0.242459E-04        0.482497E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20170523        0.223798E-03        0.168850E-03        0.118195E-04        0.624745E-04        0.945560E-04        0.230410E-04        0.407096E-04        0.232064E-05        0.410018E-05        0.207204E-04        0.366094E-04        0.994379E-04        0.994379E-04        0.174696E-08        0.000000E+00       -0.174696E-08        0.201927E-03        0.000000E+00        0.150938E-06        0.284290E-07        0.537994E-06        0.717360E-06        0.346088E-06        0.280133E-07        0.111885E-05        0.000000E+00        0.000000E+00        0.000000E+00        0.728013E-06        0.223798E-03        0.223798E-03        0.201927E-03        0.218710E-04        0.000000E+00        0.218229E-04        0.481444E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20170524        0.222460E-03        0.168850E-03        0.118195E-04        0.624745E-04        0.945560E-04        0.229913E-04        0.411923E-04        0.231563E-05        0.414879E-05        0.206756E-04        0.370435E-04        0.990883E-04        0.990883E-04        0.163698E-08        0.000000E+00       -0.163698E-08        0.201614E-03        0.000000E+00        0.139506E-06        0.266232E-07        0.498291E-06        0.664420E-06        0.345396E-06        0.280117E-07        0.111678E-05        0.000000E+00        0.000000E+00        0.000000E+00        0.724843E-06        0.222460E-03        0.222460E-03        0.201614E-03        0.208468E-04        0.000000E+00        0.207987E-04        0.480394E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20170525        0.223065E-03        0.171233E-03        0.119863E-04        0.633563E-04        0.958907E-04        0.229564E-04        0.416626E-04        0.231212E-05        0.419617E-05        0.206443E-04        0.374664E-04        0.987773E-04        0.987773E-04        0.153524E-08        0.000000E+00       -0.153524E-08        0.202621E-03        0.000000E+00        0.128630E-06        0.248672E-07        0.460400E-06        0.613897E-06        0.344668E-06        0.280040E-07        0.111459E-05        0.000000E+00        0.000000E+00        0.000000E+00        0.726010E-06        0.223065E-03        0.223065E-03        0.202621E-03        0.204446E-04        0.000000E+00        0.203967E-04        0.479346E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20170526        0.223948E-03        0.171233E-03        0.119863E-04        0.633563E-04        0.958907E-04        0.329778E-04        0.421215E-04        0.332145E-05        0.424239E-05        0.296563E-04        0.378792E-04        0.985286E-04        0.985286E-04        0.144099E-08        0.000000E+00       -0.144099E-08        0.203435E-03        0.103717E-15        0.117969E-06        0.231114E-07        0.423159E-06        0.564240E-06        0.343906E-06        0.279903E-07        0.111227E-05        0.998003E-16        0.391602E-17        0.118553E-14        0.726130E-06        0.223948E-03        0.223948E-03        0.203435E-03        0.205134E-04        0.000000E+00        0.204656E-04        0.478298E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20170527        0.219813E-03        0.171233E-03        0.119863E-04        0.633563E-04        0.958907E-04        0.347480E-04        0.425756E-04        0.349974E-05        0.428812E-05        0.312483E-04        0.382874E-04        0.979415E-04        0.979415E-04        0.134189E-08        0.000000E+00       -0.134189E-08        0.203117E-03        0.607852E-15        0.107434E-06        0.213352E-07        0.386230E-06        0.515000E-06        0.343109E-06        0.279705E-07        0.110983E-05        0.584901E-15        0.229506E-16        0.691573E-14        0.725022E-06        0.219813E-03        0.219813E-03        0.203117E-03        0.166960E-04        0.000000E+00        0.166482E-04        0.477250E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20170528        0.219381E-03        0.171233E-03        0.119863E-04        0.633563E-04        0.958907E-04        0.345987E-04        0.429961E-04        0.348471E-05        0.433048E-05        0.311140E-04        0.386657E-04        0.976951E-04        0.976951E-04        0.125906E-08        0.000000E+00       -0.125906E-08        0.202889E-03        0.530412E-15        0.988662E-07        0.198968E-07        0.356219E-06        0.474982E-06        0.342282E-06        0.279452E-07        0.110729E-05        0.510385E-15        0.200267E-16        0.605253E-14        0.721633E-06        0.219381E-03        0.219381E-03        0.202889E-03        0.164915E-04        0.000000E+00        0.164438E-04        0.476205E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20170529        0.216559E-03        0.171233E-03        0.119863E-04        0.633563E-04        0.958907E-04        0.360365E-04        0.434106E-04        0.362952E-05        0.437222E-05        0.324070E-04        0.390384E-04        0.971746E-04        0.971746E-04        0.117424E-08        0.000000E+00       -0.117424E-08        0.202556E-03        0.231311E-14        0.904664E-07        0.184456E-07        0.326671E-06        0.435583E-06        0.341428E-06        0.279150E-07        0.110465E-05        0.222577E-14        0.873359E-16        0.263107E-13        0.719978E-06        0.216559E-03        0.216559E-03        0.202556E-03        0.140023E-04        0.000000E+00        0.139548E-04        0.475164E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20170530        0.222072E-03        0.171233E-03        0.119863E-04        0.633563E-04        0.958907E-04        0.373562E-04        0.437751E-04        0.376244E-05        0.440894E-05        0.335938E-04        0.393662E-04        0.974319E-04        0.974319E-04        0.111364E-08        0.000000E+00       -0.111364E-08        0.202948E-03        0.588137E-14        0.829052E-07        0.171224E-07        0.300023E-06        0.400051E-06        0.340551E-06        0.278803E-07        0.110192E-05        0.565931E-14        0.222063E-15        0.678543E-13        0.714973E-06        0.222072E-03        0.222072E-03        0.202948E-03        0.191240E-04        0.000000E+00        0.190766E-04        0.474127E-07        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00       -0.999000E+03        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
