 Simulation_Period = 20160101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day               kPOM1               kPOM2                kMOM                kDOM                kMBA             kMBA_in                kMBD             kMBD_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE                 NUE              TM_err               TMbeg               TMend              TOTinp              TOTout                 STP                 SWC                 SWP                  pH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20160825        0.715417E-04        0.646375E-03        0.999917E-04        0.360167E+00        0.868708E-01        0.909125E-01        0.146975E-03        0.559917E-10        0.764458E-02        0.786583E-02        0.219167E-01        0.878292E-01        0.292625E-01        0.100000E+01        0.384167E-17        0.112000E+01        0.112000E+01        0.104000E-03        0.117608E-03        0.248000E+02        0.161000E+00       -0.697000E-02        0.640000E+01
  20160826        0.708167E-04        0.645292E-03        0.993375E-04        0.329333E+00        0.800125E-01        0.843625E-01        0.164458E-03        0.133208E-10        0.773958E-02        0.801250E-02        0.248792E-01        0.966708E-01        0.351958E-01        0.100000E+01        0.125083E-16        0.112000E+01        0.112000E+01        0.104000E-03        0.119875E-03        0.245000E+02        0.185000E+00       -0.476000E-02        0.640000E+01
  20160827        0.714875E-04        0.643458E-03        0.998208E-04        0.502167E+00        0.804917E-01        0.835167E-01        0.119125E-03        0.122833E-10        0.845875E-02        0.866750E-02        0.174833E-01        0.105125E+00        0.257083E-01        0.100000E+01        0.749167E-17        0.112000E+01        0.112000E+01        0.104000E-03        0.131667E-03        0.251000E+02        0.188000E+00       -0.453000E-02        0.640000E+01
  20160828        0.727500E-04        0.641542E-03        0.101000E-03        0.126792E+01        0.959125E-01        0.972792E-01        0.572833E-04        0.176542E-10        0.843750E-02        0.791750E-02        0.774875E-02        0.103650E+00       -0.641292E-01        0.100000E+01        0.154167E-16        0.111375E+01        0.111333E+01        0.704000E-04        0.130958E-03        0.260000E+02        0.183000E+00       -0.493000E-02        0.640000E+01
  20160829        0.732833E-04        0.640000E-03        0.101000E-03        0.121458E+01        0.976500E-01        0.989958E-01        0.546625E-04        0.183250E-10        0.812708E-02        0.765333E-02        0.726042E-02        0.943458E-01       -0.605000E-01        0.100000E+01        0.398250E-16        0.111000E+01        0.111000E+01        0.704000E-04        0.124625E-03        0.265000E+02        0.181000E+00       -0.509000E-02        0.640000E+01
  20160830        0.733583E-04        0.638542E-03        0.101000E-03        0.109542E+01        0.978708E-01        0.992708E-01        0.544667E-04        0.129833E-10        0.813583E-02        0.772500E-02        0.719750E-02        0.857083E-01       -0.520542E-01        0.100000E+01        0.401100E-16        0.111000E+01        0.111000E+01        0.704000E-04        0.123500E-03        0.267000E+02        0.185000E+00       -0.479000E-02        0.640000E+01
  20160831        0.742250E-04        0.636792E-03        0.102000E-03        0.103083E+01        0.995708E-01        0.101000E+00        0.541500E-04        0.542458E-11        0.797583E-02        0.780125E-02        0.701792E-02        0.800542E-01       -0.212471E-01        0.100000E+01       -0.115500E-16        0.111000E+01        0.111000E+01        0.704000E-04        0.120208E-03        0.274000E+02        0.197000E+00       -0.390000E-02        0.640000E+01
  20160901        0.725292E-04        0.635458E-03        0.101042E-03        0.101500E+01        0.988958E-01        0.100042E+00        0.540250E-04        0.125000E-11        0.783750E-02        0.778542E-02        0.702083E-02        0.792000E-01       -0.557208E-02        0.100000E+01        0.193292E-16        0.111000E+01        0.111000E+01        0.704000E-04        0.118000E-03        0.273000E+02        0.215000E+00       -0.272000E-02        0.640000E+01
  20160902        0.690292E-04        0.635333E-03        0.981958E-04        0.369167E+00        0.797625E-01        0.831542E-01        0.121092E-03        0.121000E-11        0.656625E-02        0.673250E-02        0.178071E-01        0.820875E-01        0.261083E-01        0.100000E+01        0.450012E-16        0.111000E+01        0.111000E+01        0.704000E-04        0.986833E-04        0.250000E+02        0.215000E+00       -0.272000E-02        0.640000E+01
  20160903        0.688042E-04        0.634583E-03        0.968375E-04        0.256958E+00        0.699250E-01        0.744958E-01        0.168875E-03        0.274125E-11        0.629833E-02        0.655625E-02        0.257958E-01        0.898833E-01        0.406333E-01        0.100000E+01        0.793458E-17        0.111000E+01        0.111000E+01        0.704000E-04        0.952583E-04        0.241000E+02        0.206000E+00       -0.328000E-02        0.640000E+01
  20160904        0.692958E-04        0.632708E-03        0.971667E-04        0.355917E+00        0.717083E-01        0.753042E-01        0.137958E-03        0.656750E-11        0.707958E-02        0.731083E-02        0.206292E-01        0.988375E-01        0.329042E-01        0.100000E+01        0.157388E-16        0.111000E+01        0.111000E+01        0.704000E-04        0.107500E-03        0.246000E+02        0.196000E+00       -0.395000E-02        0.640000E+01
  20160905        0.700042E-04        0.631042E-03        0.976833E-04        0.561250E+00        0.958708E-01        0.990542E-01        0.125292E-03        0.150625E-10        0.101958E-01        0.104000E-01        0.183417E-01        0.106458E+00        0.230000E-01        0.100000E+01       -0.699250E-17        0.111000E+01        0.111000E+01        0.157000E-03        0.156083E-03        0.252000E+02        0.186000E+00       -0.474000E-02        0.640000E+01
  20160906        0.686458E-04        0.630417E-03        0.964167E-04        0.379000E+00        0.807375E-01        0.849875E-01        0.171292E-03        0.301417E-10        0.933583E-02        0.968917E-02        0.259917E-01        0.115458E+00        0.363875E-01        0.100000E+01       -0.188567E-16        0.111000E+01        0.111000E+01        0.157000E-03        0.143679E-03        0.244000E+02        0.176000E+00       -0.555000E-02        0.640000E+01
  20160907        0.684208E-04        0.629333E-03        0.961417E-04        0.411833E+00        0.764875E-01        0.804708E-01        0.165542E-03        0.637208E-10        0.968208E-02        0.100692E-01        0.251250E-01        0.126583E+00        0.371000E-01        0.100000E+01       -0.100500E-16        0.111000E+01        0.111000E+01        0.157000E-03        0.150375E-03        0.244000E+02        0.165000E+00       -0.653000E-02        0.640000E+01
  20160908        0.684542E-04        0.628125E-03        0.961042E-04        0.483792E+00        0.715875E-01        0.749542E-01        0.144667E-03        0.113708E-09        0.981333E-02        0.101625E-01        0.217417E-01        0.137125E+00        0.347000E-01        0.100000E+01       -0.917375E-17        0.111000E+01        0.111000E+01        0.157000E-03        0.153708E-03        0.245000E+02        0.157000E+00       -0.736000E-02        0.640000E+01
  20160909        0.680625E-04        0.627333E-03        0.956917E-04        0.484417E+00        0.650958E-01        0.683500E-01        0.143000E-03        0.872542E-10        0.958292E-02        0.993875E-02        0.215917E-01        0.147208E+00        0.374000E-01        0.100000E+01       -0.300525E-16        0.111000E+01        0.111000E+01        0.157000E-03        0.151125E-03        0.243000E+02        0.163000E+00       -0.675000E-02        0.640000E+01
  20160910        0.646417E-04        0.626667E-03        0.952917E-04        0.487000E+00        0.600792E-01        0.632500E-01        0.142542E-03        0.955125E-12        0.946708E-02        0.984500E-02        0.216125E-01        0.157542E+00        0.400958E-01        0.100000E+01       -0.132604E-16        0.111000E+01        0.111000E+01        0.157000E-03        0.150875E-03        0.242000E+02        0.225000E+00       -0.214000E-02        0.640000E+01
  20160911        0.667500E-04        0.625000E-03        0.963125E-04        0.889208E+00        0.617708E-01        0.636167E-01        0.858750E-04        0.166792E-11        0.102608E-01        0.105125E-01        0.123208E-01        0.166208E+00        0.239083E-01        0.100000E+01       -0.677742E-16        0.111000E+01        0.111000E+01        0.157000E-03        0.165000E-03        0.252000E+02        0.220000E+00       -0.240000E-02        0.640000E+01
  20160912        0.692708E-04        0.624000E-03        0.966792E-04        0.125750E+01        0.780083E-01        0.796042E-01        0.749458E-04        0.458375E-11        0.109750E-01        0.103000E-01        0.105417E-01        0.163500E+00       -0.639042E-01        0.100000E+01       -0.353417E-16        0.111000E+01        0.111000E+01        0.157000E-03        0.175250E-03        0.256000E+02        0.209000E+00       -0.310000E-02        0.640000E+01
  20160913        0.692625E-04        0.623500E-03        0.964667E-04        0.113125E+01        0.740125E-01        0.755792E-01        0.727000E-04        0.101962E-10        0.107125E-01        0.101167E-01        0.102125E-01        0.152083E+00       -0.575417E-01        0.100000E+01        0.171000E-16        0.111000E+01        0.111000E+01        0.148000E-03        0.168458E-03        0.256000E+02        0.198000E+00       -0.386000E-02        0.640000E+01
  20160914        0.687000E-04        0.622958E-03        0.959083E-04        0.861167E+00        0.655708E-01        0.673708E-01        0.824167E-04        0.751875E-11        0.979958E-02        0.100267E-01        0.117500E-01        0.149417E+00        0.215958E-01        0.100000E+01       -0.438825E-16        0.111000E+01        0.111000E+01        0.148000E-03        0.152917E-03        0.253000E+02        0.201000E+00       -0.361000E-02        0.640000E+01
  20160915        0.681667E-04        0.622208E-03        0.953833E-04        0.748750E+00        0.616667E-01        0.637125E-01        0.931542E-04        0.686583E-11        0.960250E-02        0.984083E-02        0.134875E-01        0.155583E+00        0.259000E-01        0.100000E+01       -0.237000E-16        0.111000E+01        0.111000E+01        0.148000E-03        0.150708E-03        0.251000E+02        0.203000E+00       -0.349000E-02        0.640000E+01
  20160916        0.673375E-04        0.621292E-03        0.955625E-04        0.969958E+00        0.610792E-01        0.626833E-01        0.751375E-04        0.276875E-11        0.988417E-02        0.100754E-01        0.106208E-01        0.161750E+00        0.210083E-01        0.100000E+01       -0.323500E-16        0.111000E+01        0.111000E+01        0.148000E-03        0.156500E-03        0.254000E+02        0.215000E+00       -0.274000E-02        0.640000E+01
  20160917        0.643750E-04        0.621708E-03        0.940000E-04        0.527500E+00        0.524042E-01        0.550750E-01        0.123921E-03        0.147583E-11        0.886333E-02        0.921125E-02        0.186708E-01        0.168958E+00        0.396792E-01        0.100000E+01       -0.273592E-16        0.111000E+01        0.111000E+01        0.148000E-03        0.140837E-03        0.242000E+02        0.221000E+00       -0.234000E-02        0.640000E+01
  20160918        0.577333E-04        0.622000E-03        0.928417E-04        0.411042E+00        0.475833E-01        0.508917E-01        0.156833E-03        0.885333E-13        0.856042E-02        0.902708E-02        0.244208E-01        0.179750E+00        0.536667E-01        0.100000E+01       -0.351583E-16        0.111000E+01        0.111000E+01        0.148000E-03        0.137292E-03        0.233000E+02        0.240000E+00       -0.114000E-02        0.640000E+01
  20160919        0.590000E-04        0.622000E-03        0.919167E-04        0.364583E+00        0.431208E-01        0.467250E-01        0.176333E-03        0.300000E-12        0.832500E-02        0.888042E-02        0.281167E-01        0.192917E+00        0.645958E-01        0.100000E+01       -0.187133E-16        0.111000E+01        0.111000E+01        0.148000E-03        0.135250E-03        0.226000E+02        0.234000E+00       -0.153000E-02        0.640000E+01
  20160920        0.614917E-04        0.622000E-03        0.916542E-04        0.387208E+00        0.404833E-01        0.439083E-01        0.170583E-03        0.141125E-11        0.839125E-02        0.896375E-02        0.272250E-01        0.207208E+00        0.662000E-01        0.100000E+01       -0.294917E-16        0.111000E+01        0.111000E+01        0.148000E-03        0.138208E-03        0.225000E+02        0.224000E+00       -0.220000E-02        0.640000E+01
  20160921        0.627375E-04        0.622000E-03        0.909083E-04        0.364208E+00        0.279542E-01        0.306083E-01        0.138833E-03        0.455083E-11        0.615333E-02        0.663125E-02        0.223292E-01        0.220250E+00        0.751167E-01        0.100000E+01        0.114167E-16        0.111000E+01        0.111000E+01        0.755000E-04        0.102417E-03        0.220000E+02        0.212000E+00       -0.290000E-02        0.640000E+01
  20160922        0.626292E-04        0.623000E-03        0.902333E-04        0.344958E+00        0.249417E-01        0.275792E-01        0.141250E-03        0.122958E-10        0.578458E-02        0.628750E-02        0.230833E-01        0.231542E+00        0.834917E-01        0.100000E+01       -0.676583E-17        0.111000E+01        0.111000E+01        0.755000E-04        0.974667E-04        0.214000E+02        0.200000E+00       -0.367000E-02        0.640000E+01
  20160923        0.624250E-04        0.623000E-03        0.900208E-04        0.360333E+00        0.237250E-01        0.262625E-01        0.137500E-03        0.324417E-10        0.578500E-02        0.629583E-02        0.224917E-01        0.243500E+00        0.849000E-01        0.100000E+01        0.125079E-16        0.111000E+01        0.111000E+01        0.755000E-04        0.986375E-04        0.214000E+02        0.187000E+00       -0.461000E-02        0.640000E+01
  20160924        0.627792E-04        0.623000E-03        0.902875E-04        0.413167E+00        0.230667E-01        0.253083E-01        0.123000E-03        0.373917E-10        0.588292E-02        0.636417E-02        0.198292E-01        0.254958E+00        0.792167E-01        0.100000E+01        0.355833E-18        0.111000E+01        0.111000E+01        0.755000E-04        0.101625E-03        0.217000E+02        0.186000E+00       -0.469000E-02        0.640000E+01
  20160925        0.605833E-04        0.623000E-03        0.903250E-04        0.448625E+00        0.219875E-01        0.240500E-01        0.113833E-03        0.234917E-11        0.584000E-02        0.630083E-02        0.182167E-01        0.265333E+00        0.772000E-01        0.100000E+01        0.254542E-17        0.110125E+01        0.110083E+01        0.755000E-04        0.102125E-03        0.218000E+02        0.222000E+00       -0.231000E-02        0.640000E+01
  20160926        0.596667E-04        0.622625E-03        0.907292E-04        0.524917E+00        0.215625E-01        0.233417E-01        0.994917E-04        0.117542E-11        0.593167E-02        0.634958E-02        0.156042E-01        0.274958E+00        0.699000E-01        0.100000E+01       -0.593750E-18        0.110000E+01        0.110000E+01        0.755000E-04        0.104750E-03        0.223000E+02        0.228000E+00       -0.191000E-02        0.640000E+01
  20160927        0.618417E-04        0.622000E-03        0.917000E-04        0.711125E+00        0.217542E-01        0.231083E-01        0.764333E-04        0.229875E-11        0.615917E-02        0.648625E-02        0.114625E-01        0.283000E+00        0.547208E-01        0.100000E+01        0.247871E-16        0.110000E+01        0.110000E+01        0.755000E-04        0.109708E-03        0.232000E+02        0.223000E+00       -0.222000E-02        0.640000E+01
  20160928        0.636333E-04        0.622042E-03        0.922000E-04        0.872125E+00        0.213833E-01        0.224708E-01        0.632750E-04        0.457792E-11        0.618917E-02        0.646042E-02        0.920208E-02        0.289333E+00        0.465042E-01        0.100000E+01        0.995833E-18        0.110000E+01        0.110000E+01        0.755000E-04        0.110917E-03        0.238000E+02        0.217000E+00       -0.261000E-02        0.640000E+01
  20160929        0.623000E-04        0.625292E-03        0.898000E-04        0.487875E+00        0.179250E-01        0.196542E-01        0.100404E-03        0.107125E-10        0.532292E-02        0.576625E-02        0.160933E-01        0.296458E+00        0.817667E-01        0.100000E+01       -0.116771E-16        0.110000E+01        0.110000E+01        0.729000E-04        0.960833E-04        0.216000E+02        0.207000E+00       -0.326000E-02        0.640000E+01
  20160930        0.611667E-04        0.627167E-03        0.888000E-04        0.424417E+00        0.169792E-01        0.189417E-01        0.116333E-03        0.176750E-10        0.520667E-02        0.572958E-02        0.192500E-01        0.306458E+00        0.961958E-01        0.100000E+01       -0.444833E-17        0.110000E+01        0.110000E+01        0.729000E-04        0.950833E-04        0.206000E+02        0.200000E+00       -0.367000E-02        0.640000E+01
  20161001        0.611000E-04        0.628000E-03        0.888000E-04        0.443250E+00        0.164875E-01        0.183875E-01        0.113542E-03        0.299167E-10        0.523125E-02        0.575792E-02        0.187792E-01        0.317042E+00        0.966000E-01        0.100000E+01       -0.188542E-16        0.110000E+01        0.110000E+01        0.729000E-04        0.967292E-04        0.206000E+02        0.194000E+00       -0.414000E-02        0.640000E+01
  20161002        0.612708E-04        0.628667E-03        0.889000E-04        0.479083E+00        0.159750E-01        0.177458E-01        0.106417E-03        0.492292E-10        0.523208E-02        0.573958E-02        0.174500E-01        0.327333E+00        0.939000E-01        0.100000E+01       -0.263792E-16        0.110000E+01        0.110000E+01        0.729000E-04        0.979125E-04        0.208000E+02        0.187000E+00       -0.462000E-02        0.640000E+01
  20161003        0.616000E-04        0.629208E-03        0.892000E-04        0.529542E+00        0.155708E-01        0.171875E-01        0.974708E-04        0.828500E-10        0.524958E-02        0.572875E-02        0.157667E-01        0.336833E+00        0.891042E-01        0.100000E+01       -0.272550E-16        0.110000E+01        0.110000E+01        0.729000E-04        0.993833E-04        0.211000E+02        0.180000E+00       -0.520000E-02        0.640000E+01
  20161004        0.620000E-04        0.629833E-03        0.895000E-04        0.588833E+00        0.152250E-01        0.166833E-01        0.886375E-04        0.121875E-09        0.526625E-02        0.571125E-02        0.141333E-01        0.345667E+00        0.838125E-01        0.100000E+01       -0.131750E-16        0.110000E+01        0.110000E+01        0.729000E-04        0.100542E-03        0.214000E+02        0.174000E+00       -0.565000E-02        0.640000E+01
  20161005        0.598000E-04        0.633875E-03        0.877000E-04        0.430958E+00        0.132917E-01        0.151083E-01        0.114079E-03        0.249167E-10        0.472125E-02        0.529333E-02        0.194750E-01        0.354958E+00        0.114000E+00        0.100000E+01       -0.292337E-16        0.110000E+01        0.110000E+01        0.729000E-04        0.914542E-04        0.195000E+02        0.198000E+00       -0.382000E-02        0.640000E+01
  20161006        0.607000E-04        0.633750E-03        0.885000E-04        0.517708E+00        0.136750E-01        0.152750E-01        0.100392E-03        0.166958E-10        0.499417E-02        0.551750E-02        0.166083E-01        0.365208E+00        0.101000E+00        0.100000E+01        0.141667E-17        0.110000E+01        0.110000E+01        0.729000E-04        0.980333E-04        0.204000E+02        0.205000E+00       -0.339000E-02        0.640000E+01
  20161007        0.569583E-04        0.633083E-03        0.901000E-04        0.734750E+00        0.134792E-01        0.146083E-01        0.708000E-04        0.631125E-12        0.503708E-02        0.541375E-02        0.109458E-01        0.373375E+00        0.762125E-01        0.100000E+01        0.420071E-16        0.110000E+01        0.110000E+01        0.636000E-04        0.999042E-04        0.219000E+02        0.235000E+00       -0.146000E-02        0.640000E+01
  20161008        0.593000E-04        0.633500E-03        0.912625E-04        0.979833E+00        0.135042E-01        0.143583E-01        0.543417E-04        0.124750E-11        0.512667E-02        0.541292E-02        0.795292E-02        0.379292E+00        0.598125E-01        0.100000E+01       -0.656250E-18        0.110000E+01        0.110000E+01        0.636000E-04        0.102208E-03        0.229000E+02        0.231000E+00       -0.171000E-02        0.640000E+01
  20161009        0.613000E-04        0.634500E-03        0.921000E-04        0.121958E+01        0.165042E-01        0.173292E-01        0.525542E-04        0.239958E-11        0.576125E-02        0.537583E-02        0.751708E-02        0.379500E+00       -0.644333E-01        0.100000E+01       -0.189133E-17        0.109542E+01        0.109500E+01        0.636000E-04        0.115042E-03        0.236000E+02        0.227000E+00       -0.201000E-02        0.640000E+01
  20161010        0.618542E-04        0.636833E-03        0.915875E-04        0.101750E+01        0.137000E-01        0.145042E-01        0.526083E-04        0.439375E-11        0.518208E-02        0.535792E-02        0.764083E-02        0.378625E+00        0.399417E-01        0.100000E+01       -0.163483E-16        0.109000E+01        0.109000E+01        0.636000E-04        0.103250E-03        0.231000E+02        0.221000E+00       -0.235000E-02        0.640000E+01
  20161011        0.631333E-04        0.638500E-03        0.916833E-04        0.103542E+01        0.137125E-01        0.145708E-01        0.525375E-04        0.866125E-11        0.524458E-02        0.533375E-02        0.762458E-02        0.381375E+00        0.237833E-01        0.100000E+01       -0.438333E-17        0.109000E+01        0.109000E+01        0.636000E-04        0.104958E-03        0.231000E+02        0.214000E+00       -0.277000E-02        0.640000E+01
  20161012        0.610542E-04        0.642542E-03        0.897000E-04        0.658583E+00        0.119737E-01        0.131400E-01        0.746167E-04        0.925667E-11        0.462167E-02        0.502583E-02        0.118100E-01        0.385792E+00        0.876750E-01        0.100000E+01        0.114404E-16        0.109000E+01        0.109000E+01        0.636000E-04        0.928208E-04        0.212000E+02        0.213000E+00       -0.284000E-02        0.640000E+01
  20161013        0.597000E-04        0.646417E-03        0.883042E-04        0.519375E+00        0.110846E-01        0.125208E-01        0.927833E-04        0.108458E-10        0.436792E-02        0.487250E-02        0.155500E-01        0.393583E+00        0.111000E+00        0.100000E+01       -0.268667E-16        0.109000E+01        0.109000E+01        0.636000E-04        0.886500E-04        0.197000E+02        0.211000E+00       -0.297000E-02        0.640000E+01
  20161014        0.588000E-04        0.648167E-03        0.882958E-04        0.527875E+00        0.108750E-01        0.122833E-01        0.929417E-04        0.701042E-11        0.437667E-02        0.489292E-02        0.156292E-01        0.402375E+00        0.113000E+00        0.100000E+01       -0.274096E-16        0.109000E+01        0.109000E+01        0.636000E-04        0.899167E-04        0.196000E+02        0.217000E+00       -0.264000E-02        0.640000E+01
  20161015        0.591000E-04        0.649500E-03        0.885000E-04        0.559750E+00        0.105500E-01        0.118833E-01        0.878750E-04        0.779792E-11        0.433833E-02        0.483375E-02        0.146625E-01        0.410833E+00        0.110000E+00        0.100000E+01        0.336204E-16        0.109000E+01        0.109000E+01        0.621000E-04        0.901750E-04        0.198000E+02        0.216000E+00       -0.268000E-02        0.640000E+01
  20161016        0.604000E-04        0.650375E-03        0.891500E-04        0.637250E+00        0.105000E-01        0.116958E-01        0.785750E-04        0.115250E-10        0.440000E-02        0.485292E-02        0.128000E-01        0.418708E+00        0.101000E+00        0.100000E+01        0.216742E-16        0.109000E+01        0.109000E+01        0.621000E-04        0.924875E-04        0.203000E+02        0.212000E+00       -0.292000E-02        0.640000E+01
  20161017        0.614000E-04        0.651750E-03        0.896167E-04        0.698542E+00        0.103333E-01        0.114208E-01        0.722417E-04        0.200375E-10        0.440333E-02        0.482542E-02        0.115750E-01        0.425875E+00        0.957000E-01        0.100000E+01        0.448008E-16        0.109000E+01        0.109000E+01        0.621000E-04        0.935208E-04        0.207000E+02        0.206000E+00       -0.332000E-02        0.640000E+01
  20161018        0.622208E-04        0.652875E-03        0.903875E-04        0.813500E+00        0.103458E-01        0.112917E-01        0.632333E-04        0.400292E-10        0.447417E-02        0.484792E-02        0.983167E-02        0.432250E+00        0.854042E-01        0.100000E+01        0.557125E-17        0.109000E+01        0.109000E+01        0.621000E-04        0.959083E-04        0.213000E+02        0.197000E+00       -0.390000E-02        0.640000E+01
  20161019        0.623000E-04        0.655042E-03        0.905375E-04        0.832000E+00        0.100575E-01        0.109750E-01        0.616500E-04        0.610917E-10        0.441000E-02        0.477667E-02        0.955792E-02        0.438083E+00        0.854000E-01        0.100000E+01       -0.224875E-17        0.109000E+01        0.109000E+01        0.621000E-04        0.953750E-04        0.213000E+02        0.191000E+00       -0.431000E-02        0.640000E+01
  20161020        0.626792E-04        0.656958E-03        0.909375E-04        0.894125E+00        0.995500E-02        0.108083E-01        0.579500E-04        0.291542E-10        0.441917E-02        0.476625E-02        0.887083E-02        0.443667E+00        0.816500E-01        0.100000E+01       -0.510833E-17        0.109000E+01        0.109000E+01        0.621000E-04        0.964208E-04        0.216000E+02        0.202000E+00       -0.356000E-02        0.640000E+01
  20161021        0.627875E-04        0.659250E-03        0.911083E-04        0.915167E+00        0.974458E-02        0.105750E-01        0.566708E-04        0.453625E-10        0.437833E-02        0.471958E-02        0.865042E-02        0.449000E+00        0.814000E-01        0.100000E+01        0.320042E-17        0.109000E+01        0.109000E+01        0.621000E-04        0.962417E-04        0.216000E+02        0.196000E+00       -0.395000E-02        0.640000E+01
  20161022        0.620625E-04        0.662667E-03        0.905583E-04        0.812292E+00        0.927875E-02        0.101962E-01        0.626417E-04        0.645000E-10        0.422000E-02        0.460292E-02        0.985000E-02        0.454500E+00        0.922958E-01        0.100000E+01       -0.189371E-16        0.108208E+01        0.108167E+01        0.621000E-04        0.935625E-04        0.209000E+02        0.191000E+00       -0.431000E-02        0.640000E+01
  20161023        0.623208E-04        0.664833E-03        0.908708E-04        0.852208E+00        0.858083E-02        0.939292E-02        0.567458E-04        0.961125E-10        0.395042E-02        0.429375E-02        0.879583E-02        0.460083E+00        0.901042E-01        0.100000E+01       -0.402553E-16        0.108000E+01        0.108000E+01        0.486000E-04        0.882458E-04        0.210000E+02        0.186000E+00       -0.473000E-02        0.640000E+01
  20161024        0.632333E-04        0.666292E-03        0.917583E-04        0.997625E+00        0.863250E-02        0.933375E-02        0.495000E-04        0.128000E-09        0.401708E-02        0.431042E-02        0.740958E-02        0.464917E+00        0.783958E-01        0.100000E+01       -0.152162E-16        0.108000E+01        0.108000E+01        0.486000E-04        0.904125E-04        0.217000E+02        0.182000E+00       -0.503000E-02        0.640000E+01
  20161025        0.638542E-04        0.668333E-03        0.924000E-04        0.110125E+01        0.948875E-02        0.102000E-01        0.489917E-04        0.161958E-09        0.442792E-02        0.428792E-02        0.723917E-02        0.466542E+00       -0.221000E-01        0.100000E+01       -0.151212E-16        0.108000E+01        0.108000E+01        0.486000E-04        0.999167E-04        0.221000E+02        0.178000E+00       -0.531000E-02        0.640000E+01
  20161026        0.623917E-04        0.672833E-03        0.912292E-04        0.841333E+00        0.817042E-02        0.897583E-02        0.567583E-04        0.104875E-09        0.383042E-02        0.417792E-02        0.885167E-02        0.468417E+00        0.935958E-01        0.100000E+01       -0.271875E-16        0.108000E+01        0.108000E+01        0.486000E-04        0.865542E-04        0.208000E+02        0.185000E+00       -0.480000E-02        0.640000E+01
  20161027        0.616792E-04        0.676250E-03        0.907042E-04        0.755625E+00        0.784542E-02        0.873083E-02        0.625708E-04        0.740667E-10        0.372042E-02        0.410708E-02        0.100546E-01        0.473833E+00        0.105000E+00        0.100000E+01       -0.138605E-16        0.108000E+01        0.108000E+01        0.486000E-04        0.847958E-04        0.201000E+02        0.190000E+00       -0.440000E-02        0.640000E+01
  20161028        0.620833E-04        0.678333E-03        0.911500E-04        0.806667E+00        0.782417E-02        0.866375E-02        0.595375E-04        0.102792E-09        0.375333E-02        0.412500E-02        0.945167E-02        0.479417E+00        0.101000E+00        0.100000E+01       -0.752542E-17        0.108000E+01        0.108000E+01        0.486000E-04        0.863375E-04        0.204000E+02        0.186000E+00       -0.474000E-02        0.640000E+01
  20161029        0.614583E-04        0.681958E-03        0.907083E-04        0.737708E+00        0.746000E-02        0.835750E-02        0.641292E-04        0.151792E-09        0.362083E-02        0.402250E-02        0.104371E-01        0.484958E+00        0.111000E+00        0.100000E+01       -0.260958E-16        0.108000E+01        0.108000E+01        0.486000E-04        0.840167E-04        0.197000E+02        0.180000E+00       -0.522000E-02        0.640000E+01
  20161030        0.615250E-04        0.684542E-03        0.908583E-04        0.747000E+00        0.734000E-02        0.822792E-02        0.637750E-04        0.220833E-09        0.360375E-02        0.400833E-02        0.103917E-01        0.490667E+00        0.112000E+00        0.100000E+01       -0.110333E-16        0.108000E+01        0.108000E+01        0.486000E-04        0.844292E-04        0.197000E+02        0.174000E+00       -0.571000E-02        0.640000E+01
  20161031        0.613958E-04        0.687458E-03        0.908500E-04        0.736833E+00        0.641375E-02        0.720750E-02        0.585333E-04        0.293250E-09        0.318500E-02        0.354917E-02        0.951250E-02        0.496167E+00        0.115000E+00        0.100000E+01        0.276250E-16        0.108000E+01        0.108000E+01        0.297000E-04        0.751708E-04        0.195000E+02        0.170000E+00       -0.610000E-02        0.640000E+01
  20161101        0.607542E-04        0.691333E-03        0.904000E-04        0.676667E+00        0.609667E-02        0.693667E-02        0.626083E-04        0.365208E-09        0.306000E-02        0.344917E-02        0.104313E-01        0.501375E+00        0.126000E+00        0.100000E+01        0.237667E-16        0.107708E+01        0.107667E+01        0.297000E-04        0.728292E-04        0.188000E+02        0.166000E+00       -0.644000E-02        0.640000E+01
  20161102        0.596292E-04        0.696250E-03        0.895250E-04        0.589000E+00        0.573542E-02        0.667083E-02        0.707417E-04        0.354167E-09        0.291083E-02        0.335042E-02        0.123292E-01        0.507000E+00        0.144000E+00        0.100000E+01        0.211721E-16        0.107000E+01        0.107000E+01        0.297000E-04        0.699667E-04        0.176000E+02        0.166000E+00       -0.641000E-02        0.640000E+01
  20161103        0.598375E-04        0.698542E-03        0.898125E-04        0.608917E+00        0.569583E-02        0.661250E-02        0.694458E-04        0.110500E-09        0.292500E-02        0.336125E-02        0.120542E-01        0.513000E+00        0.143000E+00        0.100000E+01       -0.105125E-17        0.107000E+01        0.107000E+01        0.297000E-04        0.710542E-04        0.177000E+02        0.185000E+00       -0.476000E-02        0.640000E+01
